rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
130,GPN,Global Payments Inc.,NYQ,EQUITY,United States,Industrials,Specialty Business Services,22895591424,neutral,68.1,0.861,0.85,excellent,0.508,0.76,0.25,0.7,True,1.0,1.0,0.5273,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,83.44000244140625,78.43803923470634,93.44392885480607,2.0,0.03996454985894346,0.2575800523021677,83.44000244140625,3169849.5,3821104.8333333335,3086450.0,3169849.5,264492250.01889038,0.973689760349821,0.00023914863087404068,83.62,83.64,3823321.0,3232450.0,811172.0,2026-08-05,8.0,False,False,0.631,,0.12515001,-0.07967,95.593,0.02935,0.67403,0.023670001,30.689337,5.1769013,0.9592071,2.5785909,10.393,0.0875,5.47,1.03422,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:56:39+00:00,1785167799.0,,,REGULAR,REGULAR,2026-07-27T15:56:55.908586+00:00,yahoo_quote_summary,VETO,no_valid_setup,Veto: no_valid_setup,no_valid_setup,,,,,,,,,,,,,,,,,,,,,,,,,,,100.11,KNOWN,VALID,HIGH,79.24,61.45,82.37,,49.0,asset=79.24; setup=61.45; context=82.37; institutional=None,83.44000244140625,78.43803923470634,93.44392885480607,,,,23,206,-183,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
131,ADSK,"Autodesk, Inc.",NMS,EQUITY,United States,Technology,Software - Application,47106506752,neutral,67.53,0.586,0.45,weak,0.524,0.653,0.78,0.863,True,1.0,1.0,0.8543,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,207.9594985961914,222.8000030517578,210.09071459089006,255.13999938964844,2.5445953514601825,0.03802898948768655,0.31372772796207565,222.8000030517578,2320241.2,2593475.4,2038000.0,2320241.2,516949746.44081426,0.878356957026709,0.1049609760473669,211.24,234.64,2614336.0,2128660.0,723079.0,2026-08-27,30.0,False,False,0.184,2.314,0.29524,0.19488001,85.419,0.50396,0.92434,0.113249995,32.47522,15.62455,14.739976,6.2660103,20.597,0.0461,2.87,0.99477994,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:05+00:00,1785167645.0,,,REGULAR,REGULAR,2026-07-27T15:54:21.454660+00:00,yahoo_quote_summary,VETO,trend_score_too_weak,Veto: trend_score_too_weak,trend_score_too_weak,,,,,,,,,,,,,,,,,,,,,,,,,,,254.11,KNOWN,WIDE_OR_INCOHERENT,LOW,76.81,79.18,56.3,,72.17,asset=76.81; setup=79.18; context=56.3; institutional=None,222.8000030517578,210.09071459089006,255.13999938964844,,,,26,39,-13,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
132,MANH,"Manhattan Associates, Inc.",NMS,EQUITY,United States,Technology,Software - Application,9601230848,neutral,67.43,0.834,0.85,excellent,0.537,0.653,0.78,0.7,True,1.0,0.65,0.1342,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,153.71350021362304,162.35000610351562,150.7278769356864,185.5942644391741,2.0000000000000027,0.04772458158668575,0.3625877015088446,162.35000610351562,691201.05,635138.6833333333,646550.0,691201.05,112216494.68625642,0.9354007781093503,0.1419646501114494,147.96,170.57,648562.0,694950.0,249130.0,2026-07-28,0.0,True,False,0.074,-0.035,0.2301,0.19681999,27.14,0.96236,0.55995,0.24294001,45.603935,27.202963,46.81373,8.725653,30.547,0.0625,4.19,1.13643,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,earnings en 0 días: veto; candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-07-27T15:53:53+00:00,1785167633.0,,,REGULAR,REGULAR,2026-07-27T15:54:10.714121+00:00,yahoo_quote_summary,VETO,earnings_too_close,Veto: earnings_too_close,earnings_too_close,,,,,,,,,,,,,,,,,,,,,,,,,,,266.11,KNOWN,WIDE_OR_INCOHERENT,LOW,66.14,66.67,77.9,,69.64,asset=66.14; setup=66.67; context=77.9; institutional=None,162.35000610351562,150.7278769356864,185.5942644391741,,,,27,66,-39,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
133,ADBE,Adobe Inc.,NMS,EQUITY,United States,Technology,Software - Application,94624751616,neutral,67.06,0.667,0.45,weak,0.52,0.653,0.78,0.763,True,1.0,1.0,0.7554,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,221.52249908447266,237.7899932861328,220.74677658081055,275.44000244140625,2.209090561144838,0.047782264985990267,0.41126060079921717,237.7899932861328,5595250.3,6248285.1,5092150.0,5595250.3,1330494531.2712326,0.9100843978329263,,238.06,224.53,6261560.0,5190230.0,2285317.0,2026-09-10,44.0,False,False,0.127,0.079,0.35327998,0.28689,61.443,0.62953997,0.89404,0.19926001,13.595769,8.651039,8.237433,3.7511518,9.347,0.056999996,2.83,0.90257,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:39+00:00,1785167679.0,,,REGULAR,REGULAR,2026-07-27T15:54:41.885992+00:00,yahoo_quote_summary,VETO,trend_score_too_weak,Veto: trend_score_too_weak,trend_score_too_weak,,,,,,,,,,,,,,,,,,,,,,,,,,,220.11,KNOWN,INVALID,LOW,73.51,76.58,59.0,,70.84,asset=73.51; setup=76.58; context=59.0; institutional=None,237.7899932861328,220.74677658081055,275.44000244140625,,,,29,52,-23,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
134,PLSE,"Pulse Biosciences, Inc",NCM,EQUITY,United States,Healthcare,Medical Instruments & Supplies,2226130432,neutral,66.7,0.864,1.0,excellent,0.55,0.467,0.25,0.7,True,1.0,1.0,0.3825,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,32.29499816894531,29.351355825151714,38.18228285653251,2.0,0.060765701825702255,0.25326116537477505,32.29499816894531,366349.1,350464.7,258050.0,366349.1,11831243.513694763,0.7043827868008957,0.5211850907932463,23.21,39.57,353662.0,312940.0,91079.0,2026-08-06,9.0,False,False,,,-47.75561,0.0,10.792,-0.80722,-0.21039,-0.45025003,,-29.600916,33.194443,2973.4373,-26.584,0.1504,8.38,0.122980006,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:09+00:00,1785167649.0,,,REGULAR,REGULAR,2026-07-27T15:54:20.710650+00:00,yahoo_quote_summary,VETO,no_valid_setup,Veto: no_valid_setup,no_valid_setup,,,,,,,,,,,,,,,,,,,,,,,,,,,250.11,KNOWN,WIDE_OR_INCOHERENT,LOW,79.42,62.5,77.7,,49.0,asset=79.42; setup=62.5; context=77.7; institutional=None,32.29499816894531,29.351355825151714,38.18228285653251,,,,32,207,-175,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
135,CBZ,"CBIZ, Inc.",NYQ,EQUITY,United States,Industrials,Specialty Business Services,2387905024,neutral,66.67,0.979,0.85,excellent,0.542,0.76,0.25,0.7,True,1.0,0.86,0.1035,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,44.54999923706055,41.267141750880654,51.11571420942034,2.000000000000002,0.04912618843846401,0.23810086514599377,44.54999923706055,738355.15,783200.05,634500.0,738355.15,32893721.369179726,0.8593425535123578,0.0031574199368514535,44.27,44.41,803026.0,670830.0,175108.0,2026-07-29,1.0,True,False,0.013,0.377,0.25556,0.05573,105.173,0.08101,0.15507,0.04433,17.4549,9.887442,1.2401438,0.8625092,9.87,0.084300004,4.26,1.0097799,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 1 días: veto; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:53:37+00:00,1785167617.0,,,REGULAR,REGULAR,2026-07-27T15:55:17.148814+00:00,yahoo_quote_summary,VETO,"no_valid_setup, earnings_too_close","Veto: no_valid_setup, earnings_too_close","no_valid_setup, earnings_too_close",,,,,,,,,,,,,,,,,,,,,,,,,,,282.11,KNOWN,VALID,HIGH,65.12,58.8,86.3,,49.0,asset=65.12; setup=58.8; context=86.3; institutional=None,44.54999923706055,41.267141750880654,51.11571420942034,,,,33,208,-175,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
136,RELX,RELX PLC PLC,NYQ,EQUITY,United Kingdom,Industrials,Specialty Business Services,62716555264,neutral,66.67,0.593,0.45,weak,0.571,0.76,0.78,0.7,True,1.0,1.0,0.6465,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,32.864099960327145,35.89500045776367,34.23053659711565,39.22392817905971,2.0,0.030913569010007996,0.8025234345812675,35.89500045776367,2797393.7,2654609.566666667,2462600.0,2797393.7,100412448.14204521,0.8803194201802913,0.0002786679671171244,35.88,35.89,2662286.0,2738490.0,2240903.0,2026-07-23,-5.0,False,False,0.027,0.243,0.32006,0.23271999,709.641,1.31864,0.6642,0.13123,21.494013,16.845785,82.49644,6.4505234,75.804,0.0026,1.58,0.04981,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:55:26+00:00,1785167726.0,,,REGULAR,REGULAR,2026-07-27T15:55:35.383543+00:00,yahoo_quote_summary,VETO,trend_score_too_weak,Veto: trend_score_too_weak,trend_score_too_weak,,,,,,,,,,,,,,,,,,,,,,,,,,,173.11,KNOWN,VALID,HIGH,69.88,76.28,60.1,,70.01,asset=69.88; setup=76.28; context=60.1; institutional=None,35.89500045776367,34.23053659711565,39.22392817905971,,,,34,63,-29,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
137,GDDY,GoDaddy Inc.,NYQ,EQUITY,United States,Technology,Software - Infrastructure,12884801536,neutral,66.64,0.803,0.6,weak,0.54,0.653,0.78,0.7,True,1.0,1.0,0.1091,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,89.70449981689453,97.41999816894531,90.94803319658553,110.3639281136649,2.000000000000002,0.044289092547754864,0.2123659852227641,97.41999816894531,1662083.5,2502207.8333333335,1481250.0,1662083.5,161920171.52663422,0.8912007128402394,0.0022577996715927636,97.33,97.55,2516711.0,1430510.0,349487.0,2026-07-30,2.0,True,False,0.061,0.06,0.24681999,0.1732,1621.618,3.98215,0.6377,0.09392,15.428685,9.036668,54.41867,2.5659895,11.338,0.0668,2.7,1.03907,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 2 días: veto; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:56+00:00,1785167696.0,,,REGULAR,REGULAR,2026-07-27T15:55:31.281758+00:00,yahoo_quote_summary,VETO,earnings_too_close,Veto: earnings_too_close,earnings_too_close,,,,,,,,,,,,,,,,,,,,,,,,,,,203.11,KNOWN,VALID,HIGH,56.97,75.5,68.53,,68.42,asset=56.97; setup=75.5; context=68.53; institutional=None,97.41999816894531,90.94803319658553,110.3639281136649,,,,35,88,-53,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
138,INTU,Intuit Inc.,NMS,EQUITY,United States,Technology,Software - Application,83825418240,neutral,66.59,0.49,0.45,weak,0.465,0.653,0.78,1.0,True,1.0,1.0,0.7785,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,299.47640197753907,306.3900146484375,283.54822540283203,423.989990234375,5.148457256191634,0.049700900058845865,0.2969973280076115,306.3900146484375,4553849.05,5192433.016666667,4695600.0,4553849.05,1395253877.1362731,1.031127722602048,0.000584586405118401,307.82,308.0,5178278.0,4064760.0,1329516.0,2026-08-20,23.0,False,False,0.104,0.107,0.46974,0.21907,33.448,0.22496,0.80793,0.09465,18.694326,11.210979,4.0736556,4.003379,12.664,0.066300005,2.91,0.94382006,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:56:49+00:00,1785167809.0,,,REGULAR,REGULAR,2026-07-27T15:56:49.762640+00:00,yahoo_quote_summary,VETO,trend_score_too_weak,Veto: trend_score_too_weak,trend_score_too_weak,,,,,,,,,,,,,,,,,,,,,,,,,,,90.11,KNOWN,VALID,HIGH,74.28,81.12,53.1,,71.44,asset=74.28; setup=81.12; context=53.1; institutional=None,306.3900146484375,283.54822540283203,423.989990234375,,,,36,47,-11,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
139,AAPL,Apple Inc.,NMS,EQUITY,United States,Technology,Consumer Electronics,4960728121344,neutral,66.48,0.867,1.0,excellent,0.46,0.653,0.25,0.7,True,1.0,1.0,0.1672,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,337.5799865722656,325.25426810128346,362.2314235142299,1.9999999999999953,0.024341329386131684,0.39592230079344076,337.5799865722656,60182045.7,55244846.9,49144350.0,60182045.7,20316254179.297478,0.8165948735770542,0.009251347927285712,337.84,340.98,55382396.0,48877740.0,23742528.0,2026-07-30,2.0,True,False,0.166,0.218,0.32275,0.27152002,79.548,1.4147099,0.47862,0.26229,40.878933,35.004715,46.50964,10.985536,30.676,0.01,2.28,0.66499,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 2 días: veto; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:57:19+00:00,1785167839.0,,,REGULAR,REGULAR,2026-07-27T15:57:20.701911+00:00,yahoo_quote_summary,VETO,"no_valid_setup, earnings_too_close","Veto: no_valid_setup, earnings_too_close","no_valid_setup, earnings_too_close",,,,,,,,,,,,,,,,,,,,,,,,,,,60.11,KNOWN,VALID,HIGH,72.24,60.25,84.0,,49.0,asset=72.24; setup=60.25; context=84.0; institutional=None,337.5799865722656,325.25426810128346,362.2314235142299,,,,40,209,-169,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
140,TEAM,Atlassian Corporation,NMS,EQUITY,Australia,Technology,Software - Application,23885899776,neutral,66.39,0.941,0.45,weak,0.54,0.653,0.78,0.783,True,1.0,0.65,0.4134,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,87.55600013732911,94.1500015258789,83.06125286647251,119.37999725341797,2.27527888876234,0.07851831106172588,0.6332320522875214,94.1500015258789,3517489.35,5824419.783333333,3184700.0,3517489.35,331171627.6697628,0.9053900902358097,0.1311283008802348,87.58,99.87,5839655.0,3659300.0,2202228.0,2026-08-06,9.0,False,False,0.317,,0.093760006,-0.03502,141.408,-0.19288999,0.84812,0.0054900004,,15.363256,27.374853,3.8560092,126.507,0.1108,4.19,1.10762,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-07-27T15:53:56+00:00,1785167636.0,,,REGULAR,REGULAR,2026-07-27T15:54:03.712097+00:00,yahoo_quote_summary,VETO,trend_score_too_weak,Veto: trend_score_too_weak,trend_score_too_weak,,,,,,,,,,,,,,,,,,,,,,,,,,,263.11,KNOWN,WIDE_OR_INCOHERENT,LOW,62.11,68.83,68.13,,66.77,asset=62.11; setup=68.83; context=68.13; institutional=None,94.1500015258789,83.06125286647251,119.37999725341797,,,,43,105,-62,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
141,SAP,SAP  SE,NYQ,EQUITY,Germany,Technology,Software - Application,202611310592,neutral,66.39,0.64,0.45,weak,0.419,0.653,0.78,0.804,True,1.0,1.0,0.8191,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,157.6854995727539,171.67999267578125,161.15436117989677,196.38999938964844,2.3476032505535454,0.0408730659557681,0.8932442911891116,171.67999267578125,2758678.7,3101137.9,2655637.0,2758678.7,473609939.0108338,0.9626481692123117,0.0006971475047929155,172.07,172.19,3156645.0,3677730.0,2440384.0,2026-10-21,85.0,False,False,0.094,0.306,0.2762,0.20413,21.966,0.18320999,0.73658997,0.0954,24.132025,17.844402,3.9025173,5.3038373,15.603,0.0082,3.95,0.07911,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-07-27T15:54:05+00:00,1785167645.0,,,REGULAR,REGULAR,2026-07-27T15:54:09.934629+00:00,yahoo_quote_summary,VETO,trend_score_too_weak,Veto: trend_score_too_weak,trend_score_too_weak,,,,,,,,,,,,,,,,,,,,,,,,,,,254.11,KNOWN,VALID,HIGH,75.64,75.07,58.1,,70.51,asset=75.64; setup=75.07; context=58.1; institutional=None,171.67999267578125,161.15436117989677,196.38999938964844,,,,44,57,-13,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
142,BILL,"BILL Holdings, Inc.",NYQ,EQUITY,United States,Technology,Software - Application,4488824320,neutral,66.37,0.903,0.85,excellent,0.446,0.653,0.25,0.7,True,1.0,1.0,0.4185,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,45.06999969482422,41.81270708356585,51.58458491734096,2.0,0.048181238566881016,0.3974722365633689,45.06999969482422,2369929.05,2684873.0166666666,2137950.0,2369929.05,106812701.56025504,0.9021156139674309,0.001993134758055662,45.11,45.2,2672755.0,2417660.0,935415.0,2026-08-19,22.0,False,False,0.135,,0.01143,0.0001,49.592,4.0000003e-05,0.83681,-0.00299,inf,13.363371,1.1820776,2.8093057,120.948,0.1673,5.1,1.04894,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:56:37+00:00,1785167797.0,,,REGULAR,REGULAR,2026-07-27T15:56:48.271706+00:00,yahoo_quote_summary,VETO,no_valid_setup,Veto: no_valid_setup,no_valid_setup,,,,,,,,,,,,,,,,,,,,,,,,,,,102.11,KNOWN,VALID,HIGH,75.62,59.9,80.2,,49.0,asset=75.62; setup=59.9; context=80.2; institutional=None,45.06999969482422,41.81270708356585,51.58458491734096,,,,46,210,-164,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
143,PCTY,Paylocity Holding Corporation,NMS,EQUITY,United States,Technology,Software - Application,7068886528,neutral,66.26,0.933,0.85,excellent,0.345,0.653,0.25,0.7,True,1.0,1.0,0.5333,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,132.14999389648438,123.5202797480992,149.40942219325473,2.0,0.043534945375000696,0.2163610937089218,132.14999389648438,702737.25,765375.75,630300.0,702737.25,92866723.29833221,0.8969212888600967,0.15111385660785293,119.72,139.29,773708.0,562050.0,151111.0,2026-08-04,7.0,False,True,0.105,0.273,0.31253,0.14939,11.396,0.21598,0.69417,0.04343,28.265524,15.195556,6.1896276,4.0917597,15.978,0.0691,3.51,0.85266995,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 7 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:48+00:00,1785167688.0,,,REGULAR,REGULAR,2026-07-27T15:54:52.048533+00:00,yahoo_quote_summary,VETO,no_valid_setup,Veto: no_valid_setup,no_valid_setup,,,,,,,,,,,,,,,,,,,,,,,,,,,211.11,KNOWN,WIDE_OR_INCOHERENT,LOW,79.44,57.38,81.2,,49.0,asset=79.44; setup=57.38; context=81.2; institutional=None,132.14999389648438,123.5202797480992,149.40942219325473,,,,48,211,-163,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
144,EPAM,"EPAM Systems, Inc.",NYQ,EQUITY,United States,Technology,Information Technology Services,4881199104,neutral,66.19,0.484,0.45,weak,0.538,0.653,0.78,1.0,True,1.0,1.0,0.5662,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,86.26424980163574,93.67500305175781,86.4744655064174,116.30999755859375,3.1435145451721764,0.051244816729901235,0.20482368427663342,93.67500305175781,1488812.2,1964719.0666666667,1445350.0,1488812.2,139464487.37849426,0.9708074665159246,0.001500053573341911,93.26,93.4,1967918.0,1322020.0,299773.0,2026-08-06,9.0,False,False,0.076,0.188,0.09511,0.06961,8.391,0.10932,0.29055,0.08046,13.45546,6.625871,1.4399717,0.8807055,5.394,0.2566,4.74,1.1933999,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:55:54+00:00,1785167754.0,,,REGULAR,REGULAR,2026-07-27T15:55:55.743299+00:00,yahoo_quote_summary,VETO,trend_score_too_weak,Veto: trend_score_too_weak,trend_score_too_weak,,,,,,,,,,,,,,,,,,,,,,,,,,,145.11,KNOWN,VALID,HIGH,67.21,82.95,52.9,,70.23,asset=67.21; setup=82.95; context=52.9; institutional=None,93.67500305175781,86.4744655064174,116.30999755859375,,,,51,60,-9,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
145,CRM,"Salesforce, Inc.",NYQ,EQUITY,United States,Technology,Software - Application,142313537536,neutral,65.93,0.597,0.45,weak,0.328,0.653,0.78,1.0,True,1.0,1.0,0.6862,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,165.8244987487793,173.61000061035156,161.16749845232283,211.33999633789062,3.032347935193498,0.047779513907744514,0.35815588268600457,173.61000061035156,12332487.65,14660737.55,12803400.0,12332487.65,2141043188.443653,1.0381847007160798,0.0015522147805341357,173.81,174.08,14669431.0,12522980.0,4375278.0,2026-09-02,36.0,False,False,0.133,0.522,0.218,0.18733,124.282,0.16908,0.77643996,0.05703,20.147913,11.195962,4.154805,3.32111,12.776,0.0656,2.85,0.94111997,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:26+00:00,1785167666.0,,,REGULAR,REGULAR,2026-07-27T15:54:28.473416+00:00,yahoo_quote_summary,VETO,trend_score_too_weak,Veto: trend_score_too_weak,trend_score_too_weak,,,,,,,,,,,,,,,,,,,,,,,,,,,233.11,KNOWN,VALID,HIGH,71.21,77.7,56.67,,70.06,asset=71.21; setup=77.7; context=56.67; institutional=None,173.61000061035156,161.16749845232283,211.33999633789062,,,,53,62,-9,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
