ticker,appearances,first_seen,last_seen,days_seen,latest_signal,latest_recommendation,latest_setup_type,latest_rank,latest_final_trade_score,latest_setup_quality_score,latest_quote_status,latest_execution_quote_quality,latest_quote_recheck_priority,signal_path,recommendation_path,rank_path,final_trade_score_path,setup_quality_score_path,score_delta,rank_delta,was_trigger_confirmed,promoted_to_trigger,persistent_watchlist,deteriorated_signal,disappeared_from_manual_review,manual_quote_recheck_count,latest_in_manual_review,setup_persistence_score,setup_persistence_bucket,persistence_bonus_reason,persistence_penalty_reason
AU,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,113,49.0,56.62,VALID,HIGH,,VETO,DO_NOT_TRADE,351 -> 351 -> 351 -> 351 -> 389 -> 388 -> 389 -> 391 -> 391 -> 391 -> 391 -> 391 -> 391 -> 391 -> 391 -> 391 -> 163 -> 171 -> 168 -> 163 -> 167 -> 168 -> 169 -> 114 -> 114 -> 114 -> 114 -> 114 -> 113 -> 113 -> 113 -> 113 -> 113 -> 113 -> 113 -> 113 -> 113,46.47 -> 46.47 -> 46.47 -> 46.47 -> 46.58 -> 47.20 -> 48.12 -> 48.13 -> 48.13 -> 48.13 -> 48.13 -> 48.13 -> 48.13 -> 48.13 -> 48.13 -> 48.13 -> 47.26 -> 46.86 -> 47.42 -> 47.50 -> 47.41 -> 47.31 -> 48.62 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,50.87 -> 50.87 -> 50.87 -> 50.87 -> 51.24 -> 52.28 -> 53.90 -> 53.92 -> 53.92 -> 53.92 -> 53.92 -> 53.92 -> 53.92 -> 53.92 -> 53.92 -> 53.92 -> 52.84 -> 52.01 -> 53.29 -> 53.33 -> 53.17 -> 52.89 -> 55.56 -> 56.62 -> 56.62 -> 56.62 -> 56.62 -> 56.62 -> 56.62 -> 56.62 -> 56.62 -> 56.62 -> 56.62 -> 56.62 -> 56.62 -> 56.62 -> 56.62,2.53,238,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
AROC,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,134,49.0,52.21,VALID,HIGH,,VETO,DO_NOT_TRADE,372 -> 372 -> 372 -> 372 -> 412 -> 417 -> 436 -> 440 -> 440 -> 440 -> 440 -> 440 -> 440 -> 440 -> 440 -> 440 -> 116 -> 117 -> 111 -> 113 -> 113 -> 115 -> 132 -> 134 -> 134 -> 135 -> 135 -> 135 -> 134 -> 134 -> 134 -> 134 -> 134 -> 134 -> 134 -> 134 -> 134,45.06 -> 45.06 -> 45.06 -> 45.06 -> 44.88 -> 45.03 -> 43.35 -> 43.31 -> 43.31 -> 43.32 -> 43.31 -> 43.31 -> 43.31 -> 43.31 -> 43.31 -> 43.31 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,39.36 -> 39.36 -> 39.36 -> 39.36 -> 39.27 -> 40.53 -> 36.36 -> 36.36 -> 36.36 -> 36.36 -> 36.36 -> 36.36 -> 36.36 -> 36.36 -> 36.36 -> 36.36 -> 51.45 -> 52.13 -> 52.60 -> 51.60 -> 51.68 -> 50.93 -> 52.21 -> 52.21 -> 52.21 -> 52.21 -> 52.21 -> 52.21 -> 52.21 -> 52.21 -> 52.21 -> 52.21 -> 52.21 -> 52.21 -> 52.21 -> 52.21 -> 52.21,3.94,238,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
T,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,120,49.0,54.9,VALID,HIGH,,VETO,DO_NOT_TRADE,389 -> 389 -> 389 -> 389 -> 410 -> 393 -> 407 -> 410 -> 410 -> 410 -> 410 -> 410 -> 410 -> 410 -> 410 -> 410 -> 114 -> 120 -> 115 -> 102 -> 103 -> 104 -> 119 -> 121 -> 121 -> 121 -> 121 -> 121 -> 120 -> 120 -> 120 -> 120 -> 120 -> 120 -> 120 -> 120 -> 120,43.82 -> 43.82 -> 43.82 -> 43.82 -> 45.31 -> 46.79 -> 46.44 -> 46.42 -> 46.42 -> 46.43 -> 46.42 -> 46.42 -> 46.42 -> 46.42 -> 46.42 -> 46.42 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,42.28 -> 42.28 -> 42.28 -> 42.28 -> 44.03 -> 48.14 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 51.81 -> 51.64 -> 52.29 -> 53.18 -> 53.22 -> 53.16 -> 54.90 -> 54.90 -> 54.90 -> 54.90 -> 54.90 -> 54.90 -> 54.90 -> 54.90 -> 54.90 -> 54.90 -> 54.90 -> 54.90 -> 54.90 -> 54.90 -> 54.90,5.18,269,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
KGC,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,171,48.4,53.96,VALID,HIGH,,VETO,DO_NOT_TRADE,217 -> 217 -> 217 -> 217 -> 363 -> 367 -> 237 -> 236 -> 236 -> 237 -> 236 -> 236 -> 236 -> 236 -> 236 -> 236 -> 165 -> 169 -> 174 -> 168 -> 170 -> 167 -> 171 -> 171 -> 171 -> 171 -> 171 -> 171 -> 171 -> 171 -> 171 -> 171 -> 171 -> 171 -> 171 -> 171 -> 171,49.00 -> 49.00 -> 49.00 -> 49.00 -> 48.40 -> 48.90 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 46.78 -> 47.09 -> 47.05 -> 47.05 -> 47.04 -> 47.80 -> 48.40 -> 48.40 -> 48.40 -> 48.40 -> 48.40 -> 48.40 -> 48.40 -> 48.40 -> 48.40 -> 48.40 -> 48.40 -> 48.40 -> 48.40 -> 48.40 -> 48.40,52.93 -> 52.93 -> 52.93 -> 52.93 -> 53.45 -> 55.15 -> 57.16 -> 57.19 -> 57.19 -> 57.19 -> 57.19 -> 57.19 -> 57.19 -> 57.19 -> 57.19 -> 57.19 -> 49.26 -> 48.98 -> 50.12 -> 50.05 -> 50.05 -> 50.37 -> 53.96 -> 53.96 -> 53.96 -> 53.96 -> 53.96 -> 53.96 -> 53.96 -> 53.96 -> 53.96 -> 53.96 -> 53.96 -> 53.96 -> 53.96 -> 53.96 -> 53.96,-0.6,46,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, score_capped_by_non_operable_signal"
HMY,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,172,48.37,54.58,VALID,HIGH,,VETO,DO_NOT_TRADE,395 -> 395 -> 395 -> 395 -> 437 -> 440 -> 446 -> 449 -> 449 -> 449 -> 449 -> 449 -> 449 -> 449 -> 449 -> 449 -> 164 -> 165 -> 164 -> 161 -> 163 -> 165 -> 172 -> 172 -> 172 -> 172 -> 172 -> 172 -> 172 -> 172 -> 172 -> 172 -> 172 -> 172 -> 172 -> 172 -> 172,42.14 -> 42.14 -> 42.14 -> 42.14 -> 41.82 -> 42.13 -> 41.45 -> 41.36 -> 41.36 -> 41.38 -> 41.36 -> 41.36 -> 41.36 -> 41.36 -> 41.36 -> 41.36 -> 46.95 -> 47.60 -> 48.26 -> 48.13 -> 48.14 -> 48.17 -> 48.33 -> 48.38 -> 48.38 -> 48.36 -> 48.36 -> 48.36 -> 48.37 -> 48.37 -> 48.37 -> 48.37 -> 48.37 -> 48.37 -> 48.37 -> 48.37 -> 48.37,42.30 -> 42.30 -> 42.30 -> 42.30 -> 41.91 -> 42.28 -> 40.68 -> 40.54 -> 40.54 -> 40.54 -> 40.54 -> 40.54 -> 40.54 -> 40.54 -> 40.54 -> 40.54 -> 51.93 -> 53.13 -> 54.50 -> 54.08 -> 54.09 -> 53.89 -> 54.56 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58,6.23,223,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
VAL,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,174,48.09,41.98,VALID,HIGH,,VETO,DO_NOT_TRADE,329 -> 329 -> 329 -> 329 -> 368 -> 324 -> 355 -> 358 -> 358 -> 358 -> 358 -> 358 -> 358 -> 358 -> 358 -> 358 -> 172 -> 182 -> 182 -> 171 -> 173 -> 171 -> 174 -> 174 -> 174 -> 174 -> 174 -> 174 -> 174 -> 174 -> 174 -> 174 -> 174 -> 174 -> 174 -> 174 -> 174,47.87 -> 47.87 -> 47.87 -> 47.87 -> 48.22 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 45.73 -> 45.21 -> 45.46 -> 46.60 -> 46.56 -> 47.10 -> 48.06 -> 48.10 -> 48.10 -> 48.09 -> 48.09 -> 48.09 -> 48.09 -> 48.09 -> 48.09 -> 48.09 -> 48.09 -> 48.09 -> 48.09 -> 48.09 -> 48.09,43.77 -> 43.77 -> 43.77 -> 43.77 -> 44.67 -> 47.59 -> 46.82 -> 46.82 -> 46.82 -> 46.82 -> 46.82 -> 46.82 -> 46.82 -> 46.82 -> 46.82 -> 46.82 -> 36.84 -> 36.33 -> 36.79 -> 39.13 -> 38.42 -> 39.53 -> 41.98 -> 41.98 -> 41.98 -> 41.98 -> 41.98 -> 41.98 -> 41.98 -> 41.98 -> 41.98 -> 41.98 -> 41.98 -> 41.98 -> 41.98 -> 41.98 -> 41.98,0.22,155,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
AEM,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,175,47.93,54.0,VALID,HIGH,,VETO,DO_NOT_TRADE,368 -> 368 -> 368 -> 368 -> 401 -> 402 -> 429 -> 432 -> 432 -> 432 -> 432 -> 432 -> 432 -> 432 -> 432 -> 432 -> 168 -> 176 -> 176 -> 169 -> 171 -> 173 -> 175 -> 175 -> 175 -> 175 -> 175 -> 175 -> 175 -> 175 -> 175 -> 175 -> 175 -> 175 -> 175 -> 175 -> 175,45.47 -> 45.47 -> 45.47 -> 45.47 -> 45.76 -> 46.10 -> 44.65 -> 44.65 -> 44.65 -> 44.65 -> 44.65 -> 44.65 -> 44.65 -> 44.65 -> 44.65 -> 44.65 -> 46.40 -> 46.17 -> 46.69 -> 46.67 -> 46.70 -> 46.81 -> 47.93 -> 47.93 -> 47.93 -> 47.93 -> 47.93 -> 47.93 -> 47.93 -> 47.93 -> 47.93 -> 47.93 -> 47.93 -> 47.93 -> 47.93 -> 47.93 -> 47.93,48.77 -> 48.77 -> 48.77 -> 48.77 -> 48.58 -> 49.12 -> 45.76 -> 45.76 -> 45.76 -> 45.76 -> 45.76 -> 45.76 -> 45.76 -> 45.76 -> 45.76 -> 45.76 -> 50.95 -> 50.52 -> 51.65 -> 51.55 -> 51.59 -> 51.80 -> 54.00 -> 54.00 -> 54.00 -> 54.00 -> 54.00 -> 54.00 -> 54.00 -> 54.00 -> 54.00 -> 54.00 -> 54.00 -> 54.00 -> 54.00 -> 54.00 -> 54.00,2.46,193,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
P,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,176,47.82,50.86,VALID,HIGH,,VETO,DO_NOT_TRADE,339 -> 339 -> 339 -> 339 -> 377 -> 374 -> 375 -> 377 -> 377 -> 377 -> 377 -> 377 -> 377 -> 377 -> 377 -> 377 -> 166 -> 175 -> 171 -> 170 -> 172 -> 175 -> 176 -> 176 -> 176 -> 176 -> 176 -> 176 -> 176 -> 176 -> 176 -> 176 -> 176 -> 176 -> 176 -> 176 -> 176,46.96 -> 46.96 -> 46.96 -> 46.96 -> 47.15 -> 48.23 -> 48.87 -> 48.87 -> 48.87 -> 48.87 -> 48.87 -> 48.87 -> 48.87 -> 48.87 -> 48.87 -> 48.87 -> 46.62 -> 46.29 -> 47.14 -> 46.65 -> 46.69 -> 46.54 -> 47.78 -> 47.80 -> 47.80 -> 47.81 -> 47.81 -> 47.81 -> 47.82 -> 47.82 -> 47.82 -> 47.82 -> 47.82 -> 47.82 -> 47.82 -> 47.82 -> 47.82,48.84 -> 48.84 -> 48.84 -> 48.84 -> 49.17 -> 50.59 -> 51.57 -> 51.57 -> 51.57 -> 51.57 -> 51.57 -> 51.57 -> 51.57 -> 51.57 -> 51.57 -> 51.57 -> 47.95 -> 47.92 -> 48.94 -> 48.06 -> 48.16 -> 47.97 -> 50.86 -> 50.86 -> 50.86 -> 50.86 -> 50.86 -> 50.86 -> 50.86 -> 50.86 -> 50.86 -> 50.86 -> 50.86 -> 50.86 -> 50.86 -> 50.86 -> 50.86,0.86,163,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
ARIS,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,177,47.53,54.23,VALID,HIGH,,VETO,DO_NOT_TRADE,364 -> 364 -> 364 -> 364 -> 398 -> 385 -> 388 -> 389 -> 389 -> 389 -> 389 -> 389 -> 389 -> 389 -> 389 -> 389 -> 171 -> 177 -> 178 -> 173 -> 175 -> 176 -> 177 -> 177 -> 177 -> 177 -> 177 -> 177 -> 177 -> 177 -> 177 -> 177 -> 177 -> 177 -> 177 -> 177 -> 177,45.89 -> 45.89 -> 45.89 -> 45.89 -> 46.08 -> 47.52 -> 48.20 -> 48.19 -> 48.19 -> 48.19 -> 48.19 -> 48.19 -> 48.19 -> 48.19 -> 48.19 -> 48.19 -> 45.82 -> 45.93 -> 46.29 -> 46.21 -> 46.20 -> 46.31 -> 47.53 -> 47.53 -> 47.53 -> 47.53 -> 47.53 -> 47.53 -> 47.53 -> 47.53 -> 47.53 -> 47.53 -> 47.53 -> 47.53 -> 47.53 -> 47.53 -> 47.53,50.53 -> 50.53 -> 50.53 -> 50.53 -> 51.09 -> 53.71 -> 54.83 -> 54.83 -> 54.83 -> 54.83 -> 54.83 -> 54.83 -> 54.83 -> 54.83 -> 54.83 -> 54.83 -> 50.86 -> 51.08 -> 51.93 -> 51.67 -> 51.65 -> 51.79 -> 54.23 -> 54.23 -> 54.23 -> 54.23 -> 54.23 -> 54.23 -> 54.23 -> 54.23 -> 54.23 -> 54.23 -> 54.23 -> 54.23 -> 54.23 -> 54.23 -> 54.23,1.64,187,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
PFSI,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,179,47.33,47.87,VALID,HIGH,,VETO,DO_NOT_TRADE,337 -> 337 -> 337 -> 337 -> 408 -> 391 -> 385 -> 387 -> 387 -> 387 -> 387 -> 387 -> 387 -> 387 -> 387 -> 387 -> 158 -> 166 -> 173 -> 164 -> 164 -> 169 -> 178 -> 179 -> 179 -> 179 -> 179 -> 179 -> 179 -> 179 -> 179 -> 179 -> 179 -> 179 -> 179 -> 179 -> 179,47.32 -> 47.32 -> 47.32 -> 47.32 -> 45.42 -> 46.92 -> 48.35 -> 48.35 -> 48.35 -> 48.37 -> 48.35 -> 48.35 -> 48.35 -> 48.35 -> 48.35 -> 48.35 -> 48.12 -> 47.53 -> 47.11 -> 47.48 -> 47.74 -> 47.30 -> 47.29 -> 47.34 -> 47.34 -> 47.31 -> 47.31 -> 47.31 -> 47.33 -> 47.33 -> 47.33 -> 47.33 -> 47.33 -> 47.33 -> 47.33 -> 47.33 -> 47.33,49.74 -> 49.74 -> 49.74 -> 49.74 -> 45.82 -> 49.54 -> 51.10 -> 51.10 -> 51.10 -> 51.10 -> 51.10 -> 51.10 -> 51.10 -> 51.10 -> 51.10 -> 51.10 -> 48.34 -> 47.72 -> 47.93 -> 47.60 -> 47.60 -> 47.61 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87 -> 47.87,0.01,158,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
BMNR,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,180,47.25,49.53,VALID,HIGH,,VETO,DO_NOT_TRADE,393 -> 393 -> 393 -> 393 -> 433 -> 431 -> 432 -> 435 -> 435 -> 435 -> 435 -> 435 -> 435 -> 435 -> 435 -> 435 -> 333 -> 330 -> 349 -> 333 -> 331 -> 174 -> 179 -> 180 -> 180 -> 180 -> 180 -> 180 -> 180 -> 180 -> 180 -> 180 -> 180 -> 180 -> 180 -> 180 -> 180,43.11 -> 43.11 -> 43.11 -> 43.11 -> 43.29 -> 43.66 -> 43.93 -> 43.92 -> 43.92 -> 43.92 -> 43.92 -> 43.92 -> 43.92 -> 43.92 -> 43.92 -> 43.92 -> 41.89 -> 41.48 -> 41.94 -> 41.75 -> 41.74 -> 46.70 -> 47.24 -> 47.25 -> 47.25 -> 47.24 -> 47.24 -> 47.24 -> 47.25 -> 47.25 -> 47.25 -> 47.25 -> 47.25 -> 47.25 -> 47.25 -> 47.25 -> 47.25,50.88 -> 50.88 -> 50.88 -> 50.88 -> 51.29 -> 52.01 -> 52.55 -> 52.55 -> 52.55 -> 52.55 -> 52.55 -> 52.55 -> 52.55 -> 52.55 -> 52.55 -> 52.55 -> 48.51 -> 47.66 -> 48.59 -> 48.16 -> 48.13 -> 48.21 -> 49.53 -> 49.53 -> 49.53 -> 49.53 -> 49.53 -> 49.53 -> 49.53 -> 49.53 -> 49.53 -> 49.53 -> 49.53 -> 49.53 -> 49.53 -> 49.53 -> 49.53,4.14,213,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
UHS,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,181,46.97,49.82,VALID,HIGH,,VETO,DO_NOT_TRADE,326 -> 326 -> 326 -> 326 -> 365 -> 381 -> 401 -> 399 -> 399 -> 398 -> 399 -> 399 -> 399 -> 399 -> 399 -> 399 -> 170 -> 172 -> 175 -> 172 -> 174 -> 177 -> 181 -> 182 -> 182 -> 181 -> 181 -> 181 -> 181 -> 181 -> 181 -> 181 -> 181 -> 181 -> 181 -> 181 -> 181,48.18 -> 48.18 -> 48.18 -> 48.18 -> 48.37 -> 47.65 -> 47.23 -> 47.47 -> 47.47 -> 47.52 -> 47.47 -> 47.47 -> 47.47 -> 47.47 -> 47.47 -> 47.47 -> 46.01 -> 46.77 -> 46.83 -> 46.37 -> 46.27 -> 46.24 -> 46.96 -> 46.98 -> 46.98 -> 46.97 -> 46.97 -> 46.97 -> 46.97 -> 46.97 -> 46.97 -> 46.97 -> 46.97 -> 46.97 -> 46.97 -> 46.97 -> 46.97,51.10 -> 51.10 -> 51.10 -> 51.10 -> 51.12 -> 48.62 -> 49.02 -> 49.02 -> 49.02 -> 49.02 -> 49.02 -> 49.02 -> 49.02 -> 49.02 -> 49.02 -> 49.02 -> 47.64 -> 48.39 -> 47.97 -> 47.60 -> 47.95 -> 47.83 -> 49.82 -> 49.82 -> 49.82 -> 49.82 -> 49.82 -> 49.82 -> 49.82 -> 49.82 -> 49.82 -> 49.82 -> 49.82 -> 49.82 -> 49.82 -> 49.82 -> 49.82,-1.21,145,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, score_capped_by_non_operable_signal"
BVN,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,184,46.64,47.29,VALID,HIGH,,VETO,DO_NOT_TRADE,383 -> 383 -> 383 -> 383 -> 427 -> 422 -> 434 -> 437 -> 437 -> 437 -> 437 -> 437 -> 437 -> 437 -> 437 -> 437 -> 180 -> 184 -> 186 -> 179 -> 182 -> 182 -> 184 -> 185 -> 185 -> 184 -> 184 -> 184 -> 184 -> 184 -> 184 -> 184 -> 184 -> 184 -> 184 -> 184 -> 184,44.09 -> 44.09 -> 44.09 -> 44.09 -> 43.94 -> 44.53 -> 43.53 -> 43.52 -> 43.52 -> 43.53 -> 43.52 -> 43.52 -> 43.52 -> 43.52 -> 43.52 -> 43.52 -> 44.60 -> 44.84 -> 44.54 -> 44.68 -> 44.70 -> 45.15 -> 46.64 -> 46.65 -> 46.65 -> 46.64 -> 46.64 -> 46.64 -> 46.64 -> 46.64 -> 46.64 -> 46.64 -> 46.64 -> 46.64 -> 46.64 -> 46.64 -> 46.64,41.84 -> 41.84 -> 41.84 -> 41.84 -> 41.76 -> 42.75 -> 40.47 -> 40.47 -> 40.47 -> 40.47 -> 40.47 -> 40.47 -> 40.47 -> 40.47 -> 40.47 -> 40.47 -> 43.26 -> 43.74 -> 43.29 -> 43.47 -> 43.49 -> 44.35 -> 47.29 -> 47.29 -> 47.29 -> 47.29 -> 47.29 -> 47.29 -> 47.29 -> 47.29 -> 47.29 -> 47.29 -> 47.29 -> 47.29 -> 47.29 -> 47.29 -> 47.29,2.55,199,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
TFPM,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,185,46.5,51.76,VALID,HIGH,,VETO,DO_NOT_TRADE,369 -> 369 -> 369 -> 369 -> 404 -> 399 -> 399 -> 403 -> 403 -> 403 -> 403 -> 403 -> 403 -> 403 -> 403 -> 403 -> 173 -> 183 -> 183 -> 178 -> 180 -> 181 -> 185 -> 186 -> 186 -> 185 -> 185 -> 185 -> 185 -> 185 -> 185 -> 185 -> 185 -> 185 -> 185 -> 185 -> 185,45.43 -> 45.43 -> 45.43 -> 45.43 -> 45.64 -> 46.40 -> 47.27 -> 47.27 -> 47.27 -> 47.27 -> 47.27 -> 47.27 -> 47.27 -> 47.27 -> 47.27 -> 47.27 -> 45.68 -> 44.98 -> 45.33 -> 45.06 -> 45.07 -> 45.17 -> 46.49 -> 46.49 -> 46.49 -> 46.50 -> 46.50 -> 46.50 -> 46.50 -> 46.50 -> 46.50 -> 46.50 -> 46.50 -> 46.50 -> 46.50 -> 46.50 -> 46.50,49.23 -> 49.23 -> 49.23 -> 49.23 -> 49.87 -> 51.21 -> 52.74 -> 52.74 -> 52.74 -> 52.74 -> 52.74 -> 52.74 -> 52.74 -> 52.74 -> 52.74 -> 52.74 -> 50.16 -> 48.74 -> 49.61 -> 48.97 -> 48.98 -> 49.06 -> 51.76 -> 51.76 -> 51.76 -> 51.76 -> 51.76 -> 51.76 -> 51.76 -> 51.76 -> 51.76 -> 51.76 -> 51.76 -> 51.76 -> 51.76 -> 51.76 -> 51.76,1.07,184,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
