ticker,appearances,first_seen,last_seen,days_seen,latest_signal,latest_recommendation,latest_setup_type,latest_rank,latest_final_trade_score,latest_setup_quality_score,latest_quote_status,latest_execution_quote_quality,latest_quote_recheck_priority,signal_path,recommendation_path,rank_path,final_trade_score_path,setup_quality_score_path,score_delta,rank_delta,was_trigger_confirmed,promoted_to_trigger,persistent_watchlist,deteriorated_signal,disappeared_from_manual_review,manual_quote_recheck_count,latest_in_manual_review,setup_persistence_score,setup_persistence_bucket,persistence_bonus_reason,persistence_penalty_reason
WULF,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,223,49.0,55.09,STALE_POSSIBLE,LOW,,VETO -> AVOID -> VETO -> AVOID -> VETO,DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE,180 -> 180 -> 180 -> 180 -> 197 -> 205 -> 225 -> 225 -> 225 -> 226 -> 225 -> 225 -> 225 -> 225 -> 225 -> 225 -> 73 -> 222 -> 75 -> 66 -> 72 -> 219 -> 224 -> 224 -> 224 -> 223 -> 223 -> 223 -> 223 -> 223 -> 223 -> 223 -> 223 -> 223 -> 223 -> 223 -> 223,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 69.93 -> 49.00 -> 71.13 -> 71.11 -> 70.43 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,55.54 -> 55.54 -> 55.54 -> 55.54 -> 55.73 -> 56.68 -> 57.87 -> 57.87 -> 57.87 -> 57.87 -> 57.87 -> 57.87 -> 57.87 -> 57.87 -> 57.87 -> 57.87 -> 79.77 -> 52.37 -> 80.96 -> 80.88 -> 80.78 -> 53.13 -> 54.89 -> 55.09 -> 55.09 -> 55.09 -> 55.09 -> 55.09 -> 55.09 -> 55.09 -> 55.09 -> 55.09 -> 55.09 -> 55.09 -> 55.09 -> 55.09 -> 55.09,0.0,-43,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_stale_possible, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
NBIS,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,250,49.0,53.14,MISSING,LOW,,VETO -> AVOID -> VETO -> AVOID -> VETO,DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE,181 -> 181 -> 181 -> 181 -> 196 -> 43 -> 56 -> 58 -> 58 -> 58 -> 58 -> 58 -> 58 -> 58 -> 58 -> 58 -> 209 -> 219 -> 69 -> 61 -> 64 -> 224 -> 246 -> 252 -> 252 -> 250 -> 250 -> 250 -> 250 -> 250 -> 250 -> 250 -> 250 -> 250 -> 250 -> 250 -> 250,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 74.32 -> 74.66 -> 74.66 -> 74.66 -> 74.66 -> 74.66 -> 74.66 -> 74.66 -> 74.66 -> 74.66 -> 74.66 -> 49.00 -> 49.00 -> 72.46 -> 72.31 -> 72.36 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,55.51 -> 55.51 -> 55.51 -> 55.51 -> 55.82 -> 84.80 -> 85.44 -> 85.44 -> 85.44 -> 85.44 -> 85.44 -> 85.44 -> 85.44 -> 85.44 -> 85.44 -> 85.44 -> 52.97 -> 52.51 -> 81.19 -> 80.83 -> 80.89 -> 52.81 -> 53.14 -> 53.14 -> 53.14 -> 53.14 -> 53.14 -> 53.14 -> 53.14 -> 53.14 -> 53.14 -> 53.14 -> 53.14 -> 53.14 -> 53.14 -> 53.14 -> 53.14,0.0,-69,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
OXY,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,227,49.0,54.72,MISSING,LOW,,VETO -> AVOID -> VETO,DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE,185 -> 185 -> 185 -> 185 -> 204 -> 222 -> 382 -> 383 -> 383 -> 383 -> 383 -> 383 -> 383 -> 383 -> 383 -> 383 -> 28 -> 31 -> 36 -> 76 -> 79 -> 209 -> 233 -> 228 -> 228 -> 227 -> 227 -> 227 -> 227 -> 227 -> 227 -> 227 -> 227 -> 227 -> 227 -> 227 -> 227,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 48.70 -> 48.65 -> 48.65 -> 48.65 -> 48.65 -> 48.65 -> 48.65 -> 48.65 -> 48.65 -> 48.65 -> 73.95 -> 73.51 -> 71.60 -> 67.10 -> 67.10 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,55.07 -> 55.07 -> 55.07 -> 55.07 -> 54.98 -> 55.26 -> 46.55 -> 46.55 -> 46.55 -> 46.55 -> 46.55 -> 46.55 -> 46.55 -> 46.55 -> 46.55 -> 46.55 -> 79.76 -> 79.42 -> 82.61 -> 82.01 -> 81.98 -> 54.40 -> 54.08 -> 54.72 -> 54.72 -> 54.72 -> 54.72 -> 54.72 -> 54.72 -> 54.72 -> 54.72 -> 54.72 -> 54.72 -> 54.72 -> 54.72 -> 54.72 -> 54.72,0.0,-42,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
HIMS,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,243,49.0,53.38,MISSING,LOW,,VETO,DO_NOT_TRADE,186 -> 186 -> 186 -> 186 -> 193 -> 122 -> 139 -> 140 -> 140 -> 140 -> 140 -> 140 -> 140 -> 140 -> 140 -> 140 -> 210 -> 215 -> 213 -> 208 -> 213 -> 228 -> 239 -> 245 -> 245 -> 243 -> 243 -> 243 -> 243 -> 243 -> 243 -> 243 -> 243 -> 243 -> 243 -> 243 -> 243,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,54.95 -> 54.95 -> 54.95 -> 54.95 -> 56.10 -> 58.93 -> 59.55 -> 60.20 -> 60.20 -> 60.20 -> 60.20 -> 60.20 -> 60.20 -> 60.20 -> 60.20 -> 60.20 -> 52.85 -> 52.85 -> 53.96 -> 53.32 -> 53.24 -> 52.57 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38,0.0,-57,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
QCOM,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,237,49.0,53.61,MISSING,LOW,,VETO,DO_NOT_TRADE,188 -> 188 -> 188 -> 188 -> 203 -> 206 -> 222 -> 222 -> 222 -> 223 -> 222 -> 222 -> 222 -> 222 -> 222 -> 222 -> 224 -> 231 -> 225 -> 214 -> 217 -> 229 -> 237 -> 239 -> 239 -> 237 -> 237 -> 237 -> 237 -> 237 -> 237 -> 237 -> 237 -> 237 -> 237 -> 237 -> 237,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,54.83 -> 54.83 -> 54.83 -> 54.83 -> 55.14 -> 56.60 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 51.87 -> 51.71 -> 52.76 -> 52.67 -> 52.71 -> 52.54 -> 53.55 -> 53.61 -> 53.61 -> 53.61 -> 53.61 -> 53.61 -> 53.61 -> 53.61 -> 53.61 -> 53.61 -> 53.61 -> 53.61 -> 53.61 -> 53.61 -> 53.61,0.0,-49,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
CRDO,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,275,49.0,50.23,STALE_POSSIBLE,LOW,,VETO,DO_NOT_TRADE,189 -> 189 -> 189 -> 189 -> 233 -> 260 -> 284 -> 286 -> 286 -> 286 -> 286 -> 286 -> 286 -> 286 -> 286 -> 286 -> 258 -> 258 -> 261 -> 248 -> 250 -> 262 -> 275 -> 277 -> 277 -> 275 -> 275 -> 275 -> 275 -> 275 -> 275 -> 275 -> 275 -> 275 -> 275 -> 275 -> 275,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,54.80 -> 54.80 -> 54.80 -> 54.80 -> 53.44 -> 52.08 -> 53.56 -> 53.66 -> 53.66 -> 53.66 -> 53.66 -> 53.66 -> 53.66 -> 53.66 -> 53.66 -> 53.66 -> 48.05 -> 48.49 -> 49.14 -> 48.80 -> 48.80 -> 48.83 -> 50.14 -> 50.23 -> 50.23 -> 50.23 -> 50.23 -> 50.23 -> 50.23 -> 50.23 -> 50.23 -> 50.23 -> 50.23 -> 50.23 -> 50.23 -> 50.23 -> 50.23,0.0,-86,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_stale_possible, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
NOW,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,249,49.0,53.16,MISSING,LOW,,VETO -> AVOID -> VETO,DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE,198 -> 198 -> 198 -> 198 -> 218 -> 226 -> 252 -> 252 -> 252 -> 253 -> 252 -> 252 -> 252 -> 252 -> 252 -> 252 -> 76 -> 79 -> 81 -> 198 -> 199 -> 212 -> 247 -> 251 -> 251 -> 249 -> 249 -> 249 -> 249 -> 249 -> 249 -> 249 -> 249 -> 249 -> 249 -> 249 -> 249,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 68.58 -> 68.24 -> 68.22 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,53.97 -> 53.97 -> 53.97 -> 53.97 -> 54.25 -> 55.17 -> 55.95 -> 55.95 -> 55.95 -> 55.95 -> 55.95 -> 55.95 -> 55.95 -> 55.95 -> 55.95 -> 55.95 -> 81.62 -> 81.01 -> 81.05 -> 54.42 -> 54.62 -> 53.89 -> 53.14 -> 53.16 -> 53.16 -> 53.16 -> 53.16 -> 53.16 -> 53.16 -> 53.16 -> 53.16 -> 53.16 -> 53.16 -> 53.16 -> 53.16 -> 53.16 -> 53.16,0.0,-51,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
VRNS,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,296,49.0,46.49,STALE_POSSIBLE,LOW,,VETO,DO_NOT_TRADE,199 -> 199 -> 199 -> 199 -> 224 -> 238 -> 273 -> 273 -> 273 -> 273 -> 273 -> 273 -> 273 -> 273 -> 273 -> 273 -> 266 -> 273 -> 281 -> 263 -> 265 -> 276 -> 295 -> 298 -> 298 -> 296 -> 296 -> 296 -> 296 -> 296 -> 296 -> 296 -> 296 -> 296 -> 296 -> 296 -> 296,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,53.96 -> 53.96 -> 53.96 -> 53.96 -> 53.92 -> 54.11 -> 54.48 -> 54.48 -> 54.48 -> 54.48 -> 54.48 -> 54.48 -> 54.48 -> 54.48 -> 54.48 -> 54.48 -> 47.16 -> 46.80 -> 47.38 -> 47.10 -> 47.11 -> 46.49 -> 46.49 -> 46.49 -> 46.49 -> 46.49 -> 46.49 -> 46.49 -> 46.49 -> 46.49 -> 46.49 -> 46.49 -> 46.49 -> 46.49 -> 46.49 -> 46.49 -> 46.49,0.0,-97,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_stale_possible, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
RKLB,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,259,49.0,51.92,MISSING,LOW,,VETO,DO_NOT_TRADE,202 -> 202 -> 202 -> 202 -> 221 -> 230 -> 257 -> 258 -> 258 -> 258 -> 258 -> 258 -> 258 -> 258 -> 258 -> 258 -> 211 -> 210 -> 220 -> 219 -> 222 -> 235 -> 258 -> 261 -> 261 -> 259 -> 259 -> 259 -> 259 -> 259 -> 259 -> 259 -> 259 -> 259 -> 259 -> 259 -> 259,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,53.75 -> 53.75 -> 53.75 -> 53.75 -> 54.13 -> 54.93 -> 55.62 -> 55.62 -> 55.62 -> 55.62 -> 55.62 -> 55.62 -> 55.62 -> 55.62 -> 55.62 -> 55.62 -> 52.55 -> 53.51 -> 53.51 -> 52.45 -> 52.43 -> 51.98 -> 51.92 -> 51.92 -> 51.92 -> 51.92 -> 51.92 -> 51.92 -> 51.92 -> 51.92 -> 51.92 -> 51.92 -> 51.92 -> 51.92 -> 51.92 -> 51.92 -> 51.92,0.0,-57,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
XOM,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,272,49.0,50.6,MISSING,LOW,,VETO -> AVOID -> VETO,DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE,209 -> 209 -> 209 -> 209 -> 241 -> 252 -> 271 -> 271 -> 271 -> 271 -> 271 -> 271 -> 271 -> 271 -> 271 -> 271 -> 220 -> 82 -> 247 -> 236 -> 239 -> 249 -> 272 -> 274 -> 274 -> 272 -> 272 -> 272 -> 272 -> 272 -> 272 -> 272 -> 272 -> 272 -> 272 -> 272 -> 272,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 67.03 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,53.36 -> 53.36 -> 53.36 -> 53.36 -> 53.07 -> 52.96 -> 54.57 -> 54.57 -> 54.57 -> 54.57 -> 54.57 -> 54.57 -> 54.57 -> 54.57 -> 54.57 -> 54.57 -> 52.13 -> 78.21 -> 51.34 -> 50.60 -> 50.59 -> 50.79 -> 50.60 -> 50.60 -> 50.60 -> 50.60 -> 50.60 -> 50.60 -> 50.60 -> 50.60 -> 50.60 -> 50.60 -> 50.60 -> 50.60 -> 50.60 -> 50.60 -> 50.60,0.0,-63,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
NCLH,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,245,49.0,53.38,MISSING,LOW,,VETO,DO_NOT_TRADE,211 -> 211 -> 211 -> 211 -> 217 -> 217 -> 249 -> 248 -> 248 -> 249 -> 248 -> 248 -> 248 -> 248 -> 248 -> 248 -> 232 -> 232 -> 237 -> 223 -> 225 -> 240 -> 241 -> 247 -> 247 -> 245 -> 245 -> 245 -> 245 -> 245 -> 245 -> 245 -> 245 -> 245 -> 245 -> 245 -> 245,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,53.17 -> 53.17 -> 53.17 -> 53.17 -> 54.33 -> 55.54 -> 56.33 -> 56.33 -> 56.33 -> 56.33 -> 56.33 -> 56.33 -> 56.33 -> 56.33 -> 56.33 -> 56.33 -> 51.56 -> 51.71 -> 52.02 -> 52.09 -> 52.24 -> 51.70 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38 -> 53.38,0.0,-34,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
CENX,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,267,49.0,51.15,STALE_POSSIBLE,LOW,,VETO -> AVOID -> VETO,DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE,216 -> 216 -> 216 -> 216 -> 238 -> 77 -> 98 -> 100 -> 100 -> 100 -> 100 -> 100 -> 100 -> 100 -> 100 -> 100 -> 246 -> 251 -> 254 -> 240 -> 244 -> 257 -> 267 -> 269 -> 269 -> 267 -> 267 -> 267 -> 267 -> 267 -> 267 -> 267 -> 267 -> 267 -> 267 -> 267 -> 267,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 68.76 -> 69.57 -> 69.52 -> 69.52 -> 69.52 -> 69.52 -> 69.52 -> 69.52 -> 69.52 -> 69.52 -> 69.52 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,53.00 -> 53.00 -> 53.00 -> 53.00 -> 53.15 -> 81.31 -> 82.48 -> 82.48 -> 82.48 -> 82.48 -> 82.48 -> 82.48 -> 82.48 -> 82.48 -> 82.48 -> 82.48 -> 49.66 -> 49.46 -> 50.09 -> 49.85 -> 49.80 -> 49.09 -> 51.15 -> 51.15 -> 51.15 -> 51.15 -> 51.15 -> 51.15 -> 51.15 -> 51.15 -> 51.15 -> 51.15 -> 51.15 -> 51.15 -> 51.15 -> 51.15 -> 51.15,0.0,-51,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_stale_possible, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
RGTI,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,261,49.0,51.84,STALE_POSSIBLE,LOW,,VETO,DO_NOT_TRADE,220 -> 220 -> 220 -> 220 -> 236 -> 242 -> 269 -> 269 -> 269 -> 269 -> 269 -> 269 -> 269 -> 269 -> 269 -> 269 -> 205 -> 212 -> 211 -> 204 -> 208 -> 226 -> 260 -> 263 -> 263 -> 261 -> 261 -> 261 -> 261 -> 261 -> 261 -> 261 -> 261 -> 261 -> 261 -> 261 -> 261,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,52.84 -> 52.84 -> 52.84 -> 52.84 -> 53.25 -> 53.86 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 54.58 -> 53.36 -> 53.24 -> 54.25 -> 53.56 -> 53.53 -> 52.69 -> 51.84 -> 51.84 -> 51.84 -> 51.84 -> 51.84 -> 51.84 -> 51.84 -> 51.84 -> 51.84 -> 51.84 -> 51.84 -> 51.84 -> 51.84 -> 51.84 -> 51.84,0.0,-41,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_stale_possible, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
ASX,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,265,49.0,51.32,MISSING,LOW,,VETO -> AVOID -> VETO,DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE,223 -> 223 -> 223 -> 223 -> 234 -> 219 -> 70 -> 72 -> 72 -> 72 -> 72 -> 72 -> 72 -> 72 -> 72 -> 72 -> 244 -> 252 -> 250 -> 238 -> 241 -> 252 -> 265 -> 267 -> 267 -> 265 -> 265 -> 265 -> 265 -> 265 -> 265 -> 265 -> 265 -> 265 -> 265 -> 265 -> 265,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 72.31 -> 72.28 -> 72.28 -> 72.28 -> 72.28 -> 72.28 -> 72.28 -> 72.28 -> 72.28 -> 72.28 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,52.69 -> 52.69 -> 52.69 -> 52.69 -> 53.37 -> 55.50 -> 84.99 -> 84.99 -> 84.99 -> 84.99 -> 84.99 -> 84.99 -> 84.99 -> 84.99 -> 84.99 -> 84.99 -> 49.90 -> 49.44 -> 51.00 -> 50.36 -> 50.33 -> 50.07 -> 51.32 -> 51.32 -> 51.32 -> 51.32 -> 51.32 -> 51.32 -> 51.32 -> 51.32 -> 51.32 -> 51.32 -> 51.32 -> 51.32 -> 51.32 -> 51.32 -> 51.32,0.0,-42,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
