rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
234,SLG,SL Green Realty Corp,NYQ,EQUITY,United States,Real Estate,REIT - Office,4080407040.0,risk_on,56.91,0.432,0.55,weak,0.355,0.182,0.82,1.0,True,1.0,0.1,0.4419,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,54.033800201416014,53.22999954223633,51.073351821899415,60.09000015258789,3.180862848235542,0.031359870840232104,0.23653925036076537,53.22999954223633,736004.7,979614.9,750200.0,736004.7,39177529.844083786,1.0192869692272346,0.0018839487565938476,53.03,53.13,985383.0,708200.0,172177.0,2026-10-21,40.0,False,False,0.273,,0.18843001,-0.16719,142.556,-0.03573,0.44757998,0.00452,,-69.91729,1.1788572,4.087836,30.885,0.22690001,13.42,1.04618,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:03:25+00:00,1789146205.0,,,REGULAR,REGULAR,2026-09-11T17:05:50.337520+00:00,yahoo_quote_summary,AVOID,,PULLBACK | score 56.91 | RS 0.432 | trend 0.55 | R:R 3.18 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.5,KNOWN,VALID,HIGH,66.4,56.88,38.8,,54.5,asset=66.4; setup=56.88; context=38.8; institutional=None,53.22999954223633,51.073351821899415,60.09000015258789,,,,227,147,80,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
235,GOOG,Alphabet Inc.,NMS,EQUITY,United States,Communication Services,Internet Content & Information,4132739743744.0,risk_on,56.84,0.453,0.4,weak,0.287,0.655,0.25,1.0,True,1.0,0.1,0.9681,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,337.99481201171875,327.50616455078125,381.80999755859375,4.177391385310103,0.020687985117305772,0.49221427815066976,337.99481201171875,14922001.1,19772133.7,14221000.0,14922001.1,5043558956.633161,0.9530223128049495,0.023842766620126677,322.0,329.77,19844866.0,16371790.0,7327352.0,2026-10-28,47.0,False,False,0.242,2.94,0.34033,0.54771,18.859,0.48676,0.60897,0.12958999,16.957329,22.710358,6.6368675,9.266823,22.736,,2.58,0.62127995,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:06:52+00:00,1789146412.0,,,REGULAR,REGULAR,2026-09-11T17:06:53.376699+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 56.84 | RS 0.453 | trend 0.4 | R:R 4.18 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,47.5,KNOWN,VALID,MEDIUM,78.94,40.92,50.27,,49.0,asset=78.94; setup=40.92; context=50.27; institutional=None,337.99481201171875,327.50616455078125,381.80999755859375,,,,228,249,-21,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
236,HBM,Hudbay Minerals Inc.,NYQ,EQUITY,,,,11874210816.0,risk_on,56.66,0.566,0.8,acceptable,0.385,,0.25,1.0,True,1.0,0.35,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,26.780000686645508,25.92969946861267,30.97892870221819,4.9381653542574755,0.052264474830858644,0.35282639802531374,26.780000686645508,3664399.85,4648749.95,3446300.0,3664399.85,98132630.4991437,0.9404814269927447,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,NO_VALID_SETUP | score 56.66 | RS 0.566 | trend 0.8 | R:R 4.94 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,76.67,49.62,68.3,,49.0,asset=76.67; setup=49.62; context=68.3; institutional=None,26.780000686645508,25.92969946861267,30.97892870221819,,,,229,250,-21,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
237,ONTO,Onto Innovation Inc.,NYQ,EQUITY,United States,Technology,Semiconductor Equipment & Materials,17053132800.0,risk_on,56.59,0.202,0.4,weak,0.278,0.637,0.7,1.0,True,1.0,0.1,0.7369,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,VOLATILITY_CONTRACTION,False,,278.9949951171875,258.29371861049106,386.4599914550781,5.191225589548928,0.04946630314521396,0.3699146097025313,278.9949951171875,871111.85,1179120.6166666667,803950.0,871111.85,243035846.33727416,0.9229010028964708,0.0020143160317974257,277.73,278.29,1208169.0,856890.0,320597.0,2026-11-05,55.0,False,False,0.353,0.754,0.2297,0.11838,76.547,0.06825,0.55492,0.0481,104.88533,23.87119,7.115041,15.22415,41.379,0.0639,2.24,1.01099,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:03:32+00:00,1789146212.0,,,REGULAR,REGULAR,2026-09-11T17:04:50.123982+00:00,yahoo_quote_summary,AVOID,,VOLATILITY_CONTRACTION | score 56.59 | RS 0.202 | trend 0.4 | R:R 5.19 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,trend_score_too_weak,247.5,KNOWN,VALID,HIGH,71.23,51.95,41.3,,54.35,asset=71.23; setup=51.95; context=41.3; institutional=None,278.9949951171875,258.29371861049106,386.4599914550781,,,,230,148,82,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
238,OLED,Universal Display Corporation,NMS,EQUITY,United States,Technology,Electronic Components,3857536768.0,risk_on,56.47,0.323,0.4,weak,0.354,0.637,0.78,0.753,True,1.0,0.1,0.5581,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,83.42780014038085,83.91000366210938,79.08428764343262,94.41000366210938,2.175842913126738,0.03834041082164693,0.5592966002412582,83.91000366210938,690463.7,756734.5666666667,678150.0,690463.7,57936811.595553584,0.9821660429071073,0.13738250180766456,77.28,88.68,754017.0,693240.0,379623.0,2026-11-05,55.0,False,False,-0.114,-0.249,0.35257998,0.32243,1.288,0.115159996,0.73767996,0.06767,20.275364,17.63001,2.3044612,6.3575635,12.74,0.0896,5.25,0.97358,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:07+00:00,1789146247.0,,,REGULAR,REGULAR,2026-09-11T17:05:13.615166+00:00,yahoo_quote_summary,AVOID,,RECLAIM | score 56.47 | RS 0.323 | trend 0.4 | R:R 2.18 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,trend_score_too_weak,212.5,KNOWN,WIDE_OR_INCOHERENT,LOW,65.27,49.68,45.33,,52.8,asset=65.27; setup=49.68; context=45.33; institutional=None,83.91000366210938,79.08428764343262,94.41000366210938,,,,232,151,81,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
239,RBA,"RB Global, Inc.",NYQ,EQUITY,United States,Industrials,Specialty Business Services,15496610816.0,risk_on,56.28,0.318,0.0,weak,0.529,0.47,0.7,1.0,True,1.0,0.45,0.6119,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,VOLATILITY_CONTRACTION,False,,83.71499633789062,80.28535406930106,117.5,9.850882691623534,0.02731205015922385,0.4684504402922996,83.71499633789062,1887535.85,1577673.6166666667,1885750.0,1887535.85,158015056.77038726,0.9990538722747967,0.0005959830740806622,83.87,83.92,1569719.0,1479930.0,852179.0,2026-11-05,55.0,False,False,0.111,0.34,0.17721,0.09988,77.606,0.08066,0.45761,0.04127,36.09052,17.182753,2.7835772,3.1987288,14.791,0.105399996,6.52,1.15794,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:03:31+00:00,1789146211.0,,,REGULAR,REGULAR,2026-09-11T17:04:37.738242+00:00,yahoo_quote_summary,AVOID,,VOLATILITY_CONTRACTION | score 56.28 | RS 0.318 | trend 0.0 | R:R 9.85 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,trend_score_too_weak,248.5,KNOWN,VALID,HIGH,53.73,66.97,26.27,,51.99,asset=53.73; setup=66.97; context=26.27; institutional=None,83.71499633789062,80.28535406930106,117.5,,,,234,154,80,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
240,ICHR,Ichor Holdings,NMS,EQUITY,United States,Technology,Semiconductor Equipment & Materials,2153992704.0,risk_on,56.23,0.068,0.4,weak,0.298,0.637,0.7,1.0,True,1.0,0.45,0.4529,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,VOLATILITY_CONTRACTION,False,,57.79999923706055,53.36374895913261,113.58000183105469,12.573682524523294,0.05116782395022919,0.31230795732238964,57.79999923706055,612738.15,982127.7166666667,613050.0,612738.15,35416264.602517895,1.0005089449710287,0.5459956236323851,41.53,72.72,1000412.0,646580.0,187954.0,2026-11-02,52.0,False,False,0.227,,0.027590001,-0.03974,17.81,-0.051659998,0.12667,0.0036199999,,17.59485,2.4840186,2.1247687,53.989,0.0775,2.9,0.92337,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:02:40+00:00,1789146160.0,,,REGULAR,REGULAR,2026-09-11T17:05:37.347253+00:00,yahoo_quote_summary,AVOID,,VOLATILITY_CONTRACTION | score 56.23 | RS 0.068 | trend 0.4 | R:R 12.57 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,trend_score_too_weak,299.5,KNOWN,WIDE_OR_INCOHERENT,LOW,61.76,61.2,36.83,,54.59,asset=61.76; setup=61.2; context=36.83; institutional=None,57.79999923706055,53.36374895913261,113.58000183105469,,,,235,146,89,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
241,MTN,"Vail Resorts, Inc.",NYQ,EQUITY,United States,Consumer Cyclical,Resorts & Casinos,5000096768.0,risk_on,56.13,0.484,0.4,weak,0.665,0.481,0.25,0.977,True,1.0,0.1,0.3566,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,140.3300018310547,133.4342874799456,160.49000549316406,2.923555506452625,0.032759515718342,1.6087863685159767,140.3300018310547,589558.7,686377.9,543300.0,589558.7,82732773.45051421,0.9215367358670138,0.0014278574998214367,139.97,140.17,679009.0,627510.0,940312.0,2026-09-28,17.0,False,False,-0.07,-0.158,0.42097,0.05539,355.585,0.1685,0.43330002,0.048649997,30.241383,22.195192,9.062258,1.7659295,10.744,0.2708,11.86,1.3281599,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:03:42+00:00,1789146222.0,,,REGULAR,REGULAR,2026-09-11T17:03:54.872580+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 56.13 | RS 0.484 | trend 0.4 | R:R 2.92 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,237.5,KNOWN,VALID,HIGH,58.55,49.8,45.5,,49.0,asset=58.55; setup=49.8; context=45.5; institutional=None,140.3300018310547,133.4342874799456,160.49000549316406,,,,238,251,-13,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
242,VOYG,"Voyager Technologies, Inc.",NYQ,EQUITY,United States,Industrials,Aerospace & Defense,2077124096.0,risk_on,56.13,0.06,0.8,acceptable,0.273,0.47,0.78,1.0,True,1.0,0.1,0.2815,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,33.16300003051758,34.13999938964844,31.80019908905029,45.400001525878906,4.812377420992709,0.05446899502502683,0.24549965533307955,34.13999938964844,1181720.6,1693855.2,1069600.0,1181720.6,40343940.56273499,0.9051208889817102,0.0032310177705977216,33.99,34.1,1797464.0,1031560.0,289420.0,2026-11-02,52.0,False,False,0.155,,-0.97463,-0.78613,130.401,-0.30441,0.109,-0.11111,,-21.40251,5.6485767,11.958515,-16.863,0.1873,5.51,0.86113,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:05:10+00:00,1789146310.0,,,REGULAR,REGULAR,2026-09-11T17:05:24.043825+00:00,yahoo_quote_summary,AVOID,,RECLAIM | score 56.13 | RS 0.06 | trend 0.8 | R:R 4.81 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.5,KNOWN,VALID,HIGH,69.38,53.83,44.33,,55.51,asset=69.38; setup=53.83; context=44.33; institutional=None,34.13999938964844,31.80019908905029,45.400001525878906,,,,239,142,97,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
243,GEV,GE Vernova Inc.,NYQ,EQUITY,United States,Industrials,Specialty Industrial Machinery,253642784768.0,risk_on,56.0,0.418,0.4,weak,0.242,0.47,0.25,1.0,True,1.0,0.45,0.8427,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,951.2899780273438,898.2166486467634,1195.93994140625,4.609659243808888,0.037193937079442824,0.3381710333367573,951.2899780273438,1967019.45,2549189.816666667,1890300.0,1967019.45,1871205889.3698578,0.9609971065614018,0.000650563471910353,952.71,953.33,2601019.0,1966000.0,664288.0,2026-10-28,46.0,False,False,0.219,0.328,0.07466,0.23035,28.364,0.82577,0.2057,0.02544,27.249285,37.740643,21.194899,6.126342,60.664,0.032899998,4.28,0.81727,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:05:27+00:00,1789146327.0,,,REGULAR,REGULAR,2026-09-11T17:05:47.500848+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 56.0 | RS 0.418 | trend 0.4 | R:R 4.61 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,132.5,KNOWN,VALID,HIGH,74.76,48.55,42.93,,49.0,asset=74.76; setup=48.55; context=42.93; institutional=None,951.2899780273438,898.2166486467634,1195.93994140625,,,,241,252,-11,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
244,AAON,"AAON, Inc.",NMS,EQUITY,United States,Industrials,Building Products & Equipment,6628448256.0,risk_on,55.99,0.151,0.2,weak,0.308,0.47,0.78,1.0,True,1.0,0.45,0.8022,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,79.09900016784668,80.41000366210938,75.35982486179897,139.8699951171875,11.773838869115577,0.041870236457408526,0.42365717171477935,80.41000366210938,1047110.8,1103925.2666666666,978850.0,1047110.8,84198183.26263428,0.9348103371677572,0.1310284354252788,74.6,85.06,1104279.0,1035550.0,441637.0,2026-11-05,54.0,False,False,1.012,2.579,0.10987,0.08243,44.742,0.17284,0.25569,0.082370006,42.310528,22.78628,6.5597715,3.4302223,22.534,0.0683,3.84,0.85405,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:02:38+00:00,1789146158.0,,,REGULAR,REGULAR,2026-09-11T17:03:47.721414+00:00,yahoo_quote_summary,AVOID,,RECLAIM | score 55.99 | RS 0.151 | trend 0.2 | R:R 11.77 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,trend_score_too_weak,301.5,KNOWN,WIDE_OR_INCOHERENT,LOW,66.74,63.45,27.37,,54.34,asset=66.74; setup=63.45; context=27.37; institutional=None,80.41000366210938,75.35982486179897,139.8699951171875,,,,242,149,93,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
245,RIVN,"Rivian Automotive, Inc.",NMS,EQUITY,United States,Consumer Cyclical,Auto Manufacturers,23592888320.0,risk_on,55.82,0.632,0.35,weak,0.17,0.481,0.25,1.0,True,1.0,0.61,0.3459,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,16.28499984741211,15.337749889918737,20.200000762939453,4.133017779053037,0.03877801520290479,0.5223572342532004,16.28499984741211,20972809.95,29249448.316666666,17797700.0,20972809.95,341542206.83555317,0.8486082714920135,0.11362248014660972,15.44,17.3,29378080.0,19415270.0,10924771.0,2026-11-03,53.0,False,False,0.272,,-0.50422,-0.54955,104.408,-0.57523,0.07513,-0.14368,,-9.111682,4.339824,4.004197,-8.586,0.1409,6.97,0.4042,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:06:22+00:00,1789146382.0,,,REGULAR,REGULAR,2026-09-11T17:06:27.510437+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 55.82 | RS 0.632 | trend 0.35 | R:R 4.13 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,77.5,KNOWN,WIDE_OR_INCOHERENT,LOW,56.53,50.75,48.77,,49.0,asset=56.53; setup=50.75; context=48.77; institutional=None,16.28499984741211,15.337749889918737,20.200000762939453,,,,243,253,-10,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
246,MPWR,"Monolithic Power Systems, Inc.",NMS,EQUITY,United States,Technology,Semiconductors,60483239936.0,risk_on,55.81,0.198,0.15,weak,0.355,0.637,0.7,1.0,True,1.0,0.1,0.9787,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,VOLATILITY_CONTRACTION,False,,1232.875,1174.4387730189733,1594.81005859375,6.193676034410372,0.03159889255116525,0.289340236019686,1232.875,571787.05,887795.6833333333,536200.0,571787.05,704941959.2687501,0.937761706915188,0.052237845786233014,1324.6,1395.65,894688.0,595380.0,163577.0,2026-10-29,48.0,False,False,0.476,0.858,0.30989,0.24500999,0.486,0.21979,0.55195,0.13573,75.2022,35.303566,15.530158,18.483063,56.877,0.0547,2.9,1.0071399,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:38+00:00,1789146278.0,,,REGULAR,REGULAR,2026-09-11T17:04:47.138282+00:00,yahoo_quote_summary,AVOID,,VOLATILITY_CONTRACTION | score 55.81 | RS 0.198 | trend 0.15 | R:R 6.19 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,trend_score_too_weak,181.5,KNOWN,WIDE_OR_INCOHERENT,LOW,70.96,53.88,32.83,,52.78,asset=70.96; setup=53.88; context=32.83; institutional=None,1232.875,1174.4387730189733,1594.81005859375,,,,244,152,92,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
247,TENB,"Tenable Holdings, Inc.",NMS,EQUITY,United States,Technology,Software - Infrastructure,3370834176.0,risk_on,55.71,0.374,0.4,weak,0.627,0.637,0.25,1.0,True,1.0,0.1,0.2705,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,30.604999542236328,29.82014931678772,43.66999816894531,16.646486428975976,0.07038999744642219,2.7306836874888334,30.604999542236328,4512245.8,3939221.933333333,2782400.0,4512245.8,138097280.6434578,0.6166330743772869,0.5030995106035888,22.94,38.36,3699211.0,6103190.0,12317835.0,2026-10-28,47.0,False,False,0.086,,0.04849,0.0064600003,212.482,0.02456,0.78051,0.019919999,510.33334,14.03866,17.048998,3.23125,67.981,0.1617,3.98,1.09319,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:06:18+00:00,1789146378.0,,,REGULAR,REGULAR,2026-09-11T17:06:19.597756+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 55.71 | RS 0.374 | trend 0.4 | R:R 16.65 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,81.5,KNOWN,WIDE_OR_INCOHERENT,LOW,55.68,49.42,47.03,,49.0,asset=55.68; setup=49.42; context=47.03; institutional=None,30.604999542236328,29.82014931678772,43.66999816894531,,,,245,254,-9,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
248,IT,"Gartner, Inc.",NYQ,EQUITY,United States,Technology,Information Technology Services,11119902720.0,risk_on,55.5,0.602,0.4,weak,0.31,0.637,0.25,0.826,True,1.0,0.1,0.647,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,176.25,165.17994453430177,203.02999877929688,2.4191386269271735,0.042674773273255445,0.265388403036578,176.25,1154002.95,1406752.65,1120600.0,1154002.95,203393019.9375,0.9710547100421191,0.0016459971053155516,176.04,176.33,1423317.0,990090.0,305455.0,2026-11-03,52.0,False,False,-0.006,0.331,0.22623,0.11996,,1.13581,0.69629997,0.1017,15.833184,10.762781,-67.76944,1.7201374,9.116,0.17860001,5.29,1.20275,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:03+00:00,1789146243.0,,,REGULAR,REGULAR,2026-09-11T17:05:28.972214+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 55.5 | RS 0.602 | trend 0.4 | R:R 2.42 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,216.5,KNOWN,VALID,HIGH,68.23,37.15,54.63,,49.0,asset=68.23; setup=37.15; context=54.63; institutional=None,176.25,165.17994453430177,203.02999877929688,,,,246,255,-9,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
