rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
249,AROC,"Archrock, Inc.",NYQ,EQUITY,,,,5730929152.0,risk_on,55.5,0.406,0.35,weak,0.401,,0.78,1.0,True,1.0,0.45,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,32.41399984359741,32.65999984741211,31.052321774618967,42.22999954223633,5.952684095639574,0.032816453976408116,0.17164219246920528,32.65999984741211,1794914.15,1965283.05,1805650.0,1794914.15,58621895.86511783,1.0059812609979146,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,RECLAIM | score 55.5 | RS 0.406 | trend 0.35 | R:R 5.95 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,trend_score_too_weak,,UNKNOWN,MISSING,LOW,61.67,65.78,37.8,,56.87,asset=61.67; setup=65.78; context=37.8; institutional=None,32.65999984741211,31.052321774618967,42.22999954223633,,,,247,135,112,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
250,INGM,Ingram Micro Holding Corporatio,NYQ,EQUITY,United States,Technology,Information Technology Services,6299560448.0,risk_on,55.46,0.405,0.4,weak,0.608,0.637,0.25,0.79,True,1.0,0.1,0.5358,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,27.395000457763672,25.850099544525147,30.950000762939453,2.3011186508547987,0.03848695580041753,1.4963449270396634,27.395000457763672,1523499.0,1289039.6666666667,980700.0,1523499.0,41736255.8024025,0.6437155521598635,0.000730193501277823,27.38,27.4,1325062.0,2107040.0,2257511.0,2026-11-10,60.0,False,False,0.136,1.994,0.01691,0.00769,99.115,0.10342,0.06647,0.0327,14.967213,7.259552,1.4760724,0.112561904,7.491,0.1832,5.35,1.03382,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:31+00:00,1789146271.0,,,REGULAR,REGULAR,2026-09-11T17:04:38.575853+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 55.46 | RS 0.405 | trend 0.4 | R:R 2.3 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,188.5,KNOWN,VALID,HIGH,64.53,43.7,48.07,,49.0,asset=64.53; setup=43.7; context=48.07; institutional=None,27.395000457763672,25.850099544525147,30.950000762939453,,,,248,256,-8,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
251,IPGP,IPG Photonics Corporation,NMS,EQUITY,United States,Technology,Semiconductor Equipment & Materials,3437641472.0,risk_on,55.45,0.267,0.2,weak,0.258,0.637,0.7,1.0,True,1.0,0.45,0.3684,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,VOLATILITY_CONTRACTION,False,,80.875,76.14571516854423,120.0,8.272921042896145,0.038984315972845136,0.21139432551903506,80.875,575351.3,464680.43333333335,604250.0,575351.3,46531536.3875,1.0502279216193653,0.1527029537432658,74.58,86.91,463235.0,475220.0,119576.0,2026-11-03,52.0,False,False,0.111,-0.228,0.05904,0.02577,0.764,0.01302,0.37877998,0.0097,124.42308,35.382877,1.6171118,3.2169194,23.726,0.2159,5.62,0.75177,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:20+00:00,1789146260.0,,,REGULAR,REGULAR,2026-09-11T17:05:23.252059+00:00,yahoo_quote_summary,AVOID,,VOLATILITY_CONTRACTION | score 55.45 | RS 0.267 | trend 0.2 | R:R 8.27 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,trend_score_too_weak,199.5,KNOWN,WIDE_OR_INCOHERENT,LOW,52.28,60.2,36.8,,51.5,asset=52.28; setup=60.2; context=36.8; institutional=None,80.875,76.14571516854423,120.0,,,,249,156,93,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
252,PAY,"Paymentus Holdings, Inc.",NYQ,EQUITY,,,,4604353536.0,risk_on,55.18,0.569,0.8,acceptable,0.298,,0.25,1.0,True,1.0,0.26,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,36.5984001159668,34.476751518249515,45.310001373291016,4.10605284338659,0.04230903087757194,0.17290295809292924,36.5984001159668,1077222.75,1276164.25,1022850.0,1077222.75,39424629.21852207,0.9495250634095873,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,NO_VALID_SETUP | score 55.18 | RS 0.569 | trend 0.8 | R:R 4.11 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,76.67,45.2,68.45,,49.0,asset=76.67; setup=45.2; context=68.45; institutional=None,36.5984001159668,34.476751518249515,45.310001373291016,,,,250,257,-7,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
253,DG,Dollar General Corporation,NYQ,EQUITY,,,,27240656896.0,risk_on,55.17,0.647,0.4,weak,0.36,,0.78,0.7,True,1.0,0.35,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,123.44789993286133,123.57499694824219,117.17214039393834,136.3807100568499,2.0,0.03454235194511397,0.24504864853059138,123.57499694824219,2531982.95,2498279.316666667,2188300.0,2531982.95,312889785.3192513,0.8642633237320969,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,RECLAIM | score 55.17 | RS 0.647 | trend 0.4 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,trend_score_too_weak,,UNKNOWN,MISSING,LOW,63.33,54.75,52.35,,56.47,asset=63.33; setup=54.75; context=52.35; institutional=None,123.57499694824219,117.17214039393834,136.3807100568499,,,,251,139,112,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
254,VAL,Valaris Limited,NYQ,EQUITY,,,,5858993152.0,risk_on,54.98,0.461,0.8,acceptable,0.338,,0.25,1.0,True,1.0,0.35,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,84.30500030517578,82.7641003036499,94.70428739275252,6.748839689323637,0.04111771563542035,0.5859563268105902,84.30500030517578,1061381.15,1042240.3833333333,1037750.0,1061381.15,89479738.1746578,0.9777354723135983,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,NO_VALID_SETUP | score 54.98 | RS 0.461 | trend 0.8 | R:R 6.75 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,76.67,48.45,63.05,,49.0,asset=76.67; setup=48.45; context=63.05; institutional=None,84.30500030517578,82.7641003036499,94.70428739275252,,,,252,258,-6,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
255,F,Ford Motor Company,NYQ,EQUITY,United States,Consumer Cyclical,Auto Manufacturers,56005783552.0,risk_on,54.96,0.516,0.4,weak,0.436,0.481,0.25,1.0,True,1.0,0.35,0.1431,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,14.045000076293945,13.407499994550433,16.290000915527344,3.521569492341864,0.03025988267618579,0.43924927891156973,14.045000076293945,42539737.45,49359082.483333334,41120250.0,42539737.45,597470615.7307744,0.9666314948072158,0.000713012477718345,14.02,14.03,49694572.0,47071980.0,18676736.0,2026-10-22,41.0,False,False,-0.038,,0.018819999,-0.03935,456.708,-0.18252,0.07115,0.00348,,7.2933974,1.5684304,0.29805198,25.718,0.0,0.0,0.67903,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:06:00+00:00,1789146360.0,,,REGULAR,REGULAR,2026-09-11T17:06:02.886380+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 54.96 | RS 0.516 | trend 0.4 | R:R 3.52 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,99.5,KNOWN,VALID,HIGH,51.44,50.9,46.57,,49.0,asset=51.44; setup=50.9; context=46.57; institutional=None,14.045000076293945,13.407499994550433,16.290000915527344,,,,253,259,-6,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
256,ALGM,"Allegro MicroSystems, Inc.",NMS,EQUITY,United States,Technology,Semiconductors,6803674624.0,risk_on,54.94,0.105,0.15,weak,0.349,0.637,0.7,1.0,True,1.0,0.45,0.553,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,VOLATILITY_CONTRACTION,False,,36.54499816894531,34.23296342577253,71.7699966430664,15.235497034868171,0.04217694821936845,0.27839878666793233,36.54499816894531,1997936.15,2755517.05,2138650.0,1997936.15,73014572.94341965,1.0704296030681462,0.15170105967651973,33.14,38.58,2783772.0,2044720.0,552890.0,2026-10-29,47.0,False,False,0.275,,0.09824,0.01501,31.472,0.015269999,0.47375,0.02974,522.0,24.75308,7.0608697,7.200429,49.809,0.1303,6.22,0.80537003,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:43+00:00,1789146283.0,,,REGULAR,REGULAR,2026-09-11T17:04:53.494147+00:00,yahoo_quote_summary,AVOID,,VOLATILITY_CONTRACTION | score 54.94 | RS 0.105 | trend 0.15 | R:R 15.24 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,trend_score_too_weak,176.5,KNOWN,WIDE_OR_INCOHERENT,LOW,56.77,62.48,29.73,,51.8,asset=56.77; setup=62.48; context=29.73; institutional=None,36.54499816894531,34.23296342577253,71.7699966430664,,,,254,155,99,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
257,SPNT,SiriusPoint Ltd.,NYQ,EQUITY,,,,2784475392.0,risk_on,54.36,0.602,0.4,weak,0.316,,0.25,1.0,True,1.0,0.7,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,23.969999313354492,23.187320709228516,26.479999542236328,3.206936047120865,0.021768283313770478,0.39284827514763004,23.969999313354492,547330.9,720376.9666666667,546650.0,547330.9,13119521.297177697,0.9987559628005654,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,NO_VALID_SETUP | score 54.36 | RS 0.602 | trend 0.4 | R:R 3.21 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,63.33,56.65,50.1,,49.0,asset=63.33; setup=56.65; context=50.1; institutional=None,23.969999313354492,23.187320709228516,26.479999542236328,,,,256,260,-4,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
258,AVGO,Broadcom Inc.,NMS,EQUITY,United States,Technology,Semiconductors,1743234138112.0,risk_on,54.21,0.281,0.15,weak,0.28,0.637,0.25,1.0,True,1.0,0.45,0.95,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,365.44000244140625,349.85714176722934,432.7300109863281,4.3182063904627785,0.028427576930224758,0.31664660409615486,365.44000244140625,25082113.3,23292852.766666666,21639000.0,25082113.3,9166007545.58763,0.8627263477037239,0.022701102154959622,360.6,368.88,23890287.0,29147900.0,7923119.0,2026-12-09,89.0,False,False,0.855,2.153,0.54307,0.42944,59.604,0.44245,0.75515,0.15297,46.65134,18.844496,17.492577,19.567902,33.715,0.0108,2.58,0.80167997,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:06:43+00:00,1789146403.0,,,REGULAR,REGULAR,2026-09-11T17:06:44.310351+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 54.21 | RS 0.281 | trend 0.15 | R:R 4.32 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,56.5,KNOWN,VALID,MEDIUM,70.0,49.5,35.6,,49.0,asset=70.0; setup=49.5; context=35.6; institutional=None,365.44000244140625,349.85714176722934,432.7300109863281,,,,257,261,-4,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
259,EXK,Endeavour Silver Corporation,NYQ,EQUITY,,,,3017712128.0,risk_on,54.18,0.717,0.65,weak,0.154,,0.25,0.98,True,1.0,0.35,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,10.21500015258789,9.601749620437621,12.013928822108678,2.9334318931825765,0.058702190982184904,0.5955583844373279,10.21500015258789,9292717.8,7551545.933333334,8852500.0,9292717.8,94925113.74495621,0.9526276586167288,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,NO_VALID_SETUP | score 54.18 | RS 0.717 | trend 0.65 | R:R 2.93 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,71.67,43.35,68.35,,49.0,asset=71.67; setup=43.35; context=68.35; institutional=None,10.21500015258789,9.601749620437621,12.013928822108678,,,,258,262,-4,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
260,BX,Blackstone Inc.,NYQ,EQUITY,United States,Financial Services,Asset Management,154528104448.0,risk_on,54.14,0.385,0.3,weak,0.267,0.614,0.25,1.0,True,1.0,0.1,0.9225,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,129.2899932861328,124.40484878540039,150.24000549316406,4.288514332358079,0.030374716649028598,0.5359301206696424,129.2899932861328,3185428.35,4536384.45,3130250.0,3185428.35,411844009.98495716,0.9826778869472923,0.0010817493432237271,129.35,129.49,4594304.0,3379250.0,1690132.0,2026-10-22,40.0,False,False,0.286,0.573,0.54357,0.22728,68.185,0.31374002,1.0,0.1433,28.973095,17.264091,11.466856,9.975671,,0.028800001,5.53,0.73744005,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:56+00:00,1789146296.0,,,REGULAR,REGULAR,2026-09-11T17:05:34.922651+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 54.14 | RS 0.385 | trend 0.3 | R:R 4.29 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,163.5,KNOWN,VALID,HIGH,74.08,40.42,43.3,,49.0,asset=74.08; setup=40.42; context=43.3; institutional=None,129.2899932861328,124.40484878540039,150.24000549316406,,,,259,263,-4,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
261,PG,Procter & Gamble Company (The),NYQ,EQUITY,,,,337344954368.0,risk_on,53.98,0.525,0.2,weak,0.565,,0.78,0.94,True,1.0,0.1,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,144.7884994506836,145.17999267578125,141.9169567653111,154.32000732421875,2.8010769416020955,0.01498386405422139,0.5901380734301305,145.17999267578125,9055221.55,9053037.183333334,8414450.0,9055221.55,1314636998.3065767,0.9292373415203738,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,RECLAIM | score 53.98 | RS 0.525 | trend 0.2 | R:R 2.8 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,trend_score_too_weak,,UNKNOWN,MISSING,LOW,56.67,59.62,36.25,,52.31,asset=56.67; setup=59.62; context=36.25; institutional=None,145.17999267578125,141.9169567653111,154.32000732421875,,,,261,153,108,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
262,PAYP,PayPay Corporation - American D,NMS,EQUITY,,,,12527147008.0,risk_on,53.86,0.928,0.0,weak,0.47,,0.25,0.7,True,1.0,0.86,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,18.5049991607666,17.29964201790946,20.915713446480886,2.0,0.043424559038895916,0.7134790737740937,18.5049991607666,779865.9,976025.3,607750.0,779865.9,14431417.825010492,0.7793006464316493,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,NO_VALID_SETUP | score 53.86 | RS 0.928 | trend 0.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,50.0,57.0,46.4,,49.0,asset=50.0; setup=57.0; context=46.4; institutional=None,18.5049991607666,17.29964201790946,20.915713446480886,,,,262,264,-2,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
263,SHOO,"Steven Madden, Ltd.",NMS,EQUITY,United States,Consumer Cyclical,Footwear & Accessories,3139297536.0,risk_on,53.85,0.299,0.55,weak,0.338,0.481,0.25,1.0,True,1.0,0.1,0.6215,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,42.880001068115234,41.19300151824951,49.70000076293945,4.042680210179695,0.03110008248698023,0.46652864293593665,42.880001068115234,885403.3,1072569.4333333333,940400.0,885403.3,37966094.44971275,1.0621148577151225,0.556387403446227,30.37,53.78,1066817.0,1026220.0,408075.0,2026-11-04,53.0,False,False,0.191,,0.06686,0.05228,38.796,0.15913,0.46948,0.08144,21.46,15.451688,3.3421583,1.1460389,12.095,0.0876,4.12,1.02471,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:03:36+00:00,1789146216.0,,,REGULAR,REGULAR,2026-09-11T17:04:46.327836+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 53.85 | RS 0.299 | trend 0.55 | R:R 4.04 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,243.5,KNOWN,WIDE_OR_INCOHERENT,LOW,72.38,42.2,44.33,,49.0,asset=72.38; setup=42.2; context=44.33; institutional=None,42.880001068115234,41.19300151824951,49.70000076293945,,,,263,265,-2,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
264,PENG,"Penguin Solutions, Inc.",NMS,EQUITY,United States,Technology,Information Technology Services,2594930176.0,risk_on,53.54,0.132,0.4,weak,0.259,0.637,0.25,1.0,True,1.0,0.45,0.6573,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,50.63999938964844,46.51913397652763,89.86000061035156,9.517418621784365,0.054250466861355984,0.43091957563578154,50.63999938964844,1418687.0,3045717.3333333335,1367600.0,1418687.0,71842308.81410217,0.9639899428133196,0.549498997995992,36.19,63.61,3032812.0,1350220.0,603201.0,2026-10-13,32.0,False,False,0.476,,0.108260006,0.06445,77.496,0.16194999,0.27924,0.03845,36.402878,15.130945,5.905006,1.7254754,15.967,0.17969999,3.97,1.23708,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:01+00:00,1789146241.0,,,REGULAR,REGULAR,2026-09-11T17:04:18.847364+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 53.54 | RS 0.132 | trend 0.4 | R:R 9.52 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,218.5,KNOWN,WIDE_OR_INCOHERENT,LOW,68.58,48.98,38.97,,49.0,asset=68.58; setup=48.98; context=38.97; institutional=None,50.63999938964844,46.51913397652763,89.86000061035156,,,,264,266,-2,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
265,MKSI,MKS Inc.,NMS,EQUITY,,,,18137059328.0,risk_on,53.54,0.171,0.4,weak,0.487,,0.7,1.0,True,1.0,0.45,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,VOLATILITY_CONTRACTION,False,,268.3800048828125,253.12018476213728,447.6199951171875,11.745878314222487,0.0379060035348967,0.5649987461872193,268.3800048828125,1273316.1,1465940.3666666667,1175300.0,1273316.1,341732581.1353638,0.9230229634259709,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,VOLATILITY_CONTRACTION | score 53.54 | RS 0.171 | trend 0.4 | R:R 11.75 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,trend_score_too_weak,,UNKNOWN,MISSING,LOW,63.33,65.92,28.55,,54.82,asset=63.33; setup=65.92; context=28.55; institutional=None,268.3800048828125,253.12018476213728,447.6199951171875,,,,265,145,120,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
