rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
198,AA,Alcoa Corporation,NYQ,EQUITY,United States,Basic Materials,Aluminum,11813124096,risk_off,45.82,0.08,0.15,weak,0.14,0.685,0.25,1.0,True,1.0,0.45,0.8462,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,44.970001220703125,42.52630167007446,84.37999725341797,16.127185530060864,0.04790813200027649,0.19407407388586595,44.970001220703125,6690780.35,5442145.116666666,6172650.0,6690780.35,300884400.50695646,0.9225605500560186,0.0004441483455473245,45.02,45.04,5431391.0,6068750.0,1265470.0,2026-10-15,83.0,False,False,0.314,1.468,0.18003,0.09388,29.918,0.18226999,0.19665001,0.06442,9.321206,7.5580063,1.7332895,,5.711,0.032,1.44,0.83565,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:28:01+00:00,1784820481.0,,,REGULAR,REGULAR,2026-07-23T15:28:02.862348+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,342.93,KNOWN,VALID,HIGH,66.54,46.0,30.5,,47.4,asset=66.54; setup=46.0; context=30.5; institutional=None,44.970001220703125,42.52630167007446,84.37999725341797,,,,198,295,-97,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
199,VZ,Verizon Communications Inc.,NYQ,EQUITY,United States,Communication Services,Telecom Services,184831115264,risk_off,45.77,0.378,0.35,weak,0.221,0.298,0.25,0.987,True,1.0,0.61,0.1015,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,44.2400016784668,42.643037114824565,48.959999084472656,2.9556055991880372,0.024065167315451372,0.23290596174637734,44.2400016784668,32571939.95,26478419.983333334,26482850.0,32571939.95,1440982678.0589197,0.8130571909641507,0.00022525059128275732,44.39,44.4,26977727.0,24293960.0,7420191.0,2026-07-24,0.0,True,False,0.029,0.043,0.25186002,0.12462,192.045,0.17198,0.58909,0.0508,10.782927,8.396227,1.7869124,1.3266746,7.412,0.0228,3.24,0.70392,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 0 días: veto; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:30:05+00:00,1784820605.0,,,REGULAR,REGULAR,2026-07-23T15:30:06.505618+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup, earnings_too_close","Veto: trend_score_too_weak, no_valid_setup, earnings_too_close","trend_score_too_weak, no_valid_setup, earnings_too_close",,,,,,,,,,,,,,,,,,,,,,,,,,,218.93,KNOWN,VALID,HIGH,48.38,51.7,34.2,,45.92,asset=48.38; setup=51.7; context=34.2; institutional=None,44.2400016784668,42.643037114824565,48.959999084472656,,,,199,307,-108,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
200,AGNC,AGNC Investment Corp.,NMS,EQUITY,United States,Real Estate,REIT - Mortgage,12240820224,risk_off,45.58,0.445,0.15,weak,0.105,0.444,0.25,1.0,True,1.0,0.35,0.6394,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,10.5,10.407700037956237,11.449999809265137,10.292526543128039,0.023401357689682316,0.38899582445994757,10.5,18100592.75,15615210.916666666,15603350.0,18100592.75,190056223.875,0.8620353054460054,0.10099103350637095,10.06,11.13,15681577.0,18312330.0,6969662.0,2026-10-19,87.0,False,False,,,0.95614,0.94377,717.093,0.19799,1.0,0.02025,8.207031,6.9833145,1.1806024,5.093369,,0.096099995,7.16,0.41017,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:30:18+00:00,1784820618.0,,,REGULAR,REGULAR,2026-07-23T15:30:20.120633+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,205.93,KNOWN,WIDE_OR_INCOHERENT,LOW,59.65,42.62,34.63,,45.13,asset=59.65; setup=42.62; context=34.63; institutional=None,10.5,10.407700037956237,11.449999809265137,,,,200,314,-114,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
201,LYFT,"Lyft, Inc.",NMS,EQUITY,United States,Technology,Software - Application,5226330112,risk_off,45.56,0.342,0.15,weak,0.272,0.307,0.25,1.0,True,1.0,0.35,0.7811,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,13.78499984741211,13.422549772262574,16.520000457763672,7.545868515058765,0.04839110757865454,0.8524255664843066,13.78499984741211,11125811.3,13691508.766666668,11051650.0,11125811.3,153369307.07283592,0.9933343018319931,0.09405760116660584,13.07,14.36,13660144.0,9900890.0,9311153.0,2026-08-06,13.0,False,False,0.138,4.889,-0.0032300001,0.43822,42.616,1.47808,0.35622,-0.01245,2.0168128,6.60446,1.743995,0.80375326,-768.79,0.2432,6.35,1.08572,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:40+00:00,1784820580.0,,,REGULAR,REGULAR,2026-07-23T15:29:46.104542+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,243.93,KNOWN,WIDE_OR_INCOHERENT,LOW,64.37,46.8,26.63,,46.08,asset=64.37; setup=46.8; context=26.63; institutional=None,13.78499984741211,13.422549772262574,16.520000457763672,,,,201,305,-104,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
202,CDE,"Coeur Mining, Inc.",NYQ,EQUITY,United States,Basic Materials,Gold,15370422272,risk_off,45.48,0.213,0.0,weak,0.322,0.685,0.25,1.0,True,1.0,0.1,0.9132,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,14.920000076293945,13.860350303649902,20.399999618530273,5.171519575342905,0.06314630633191347,0.3637009564124015,14.920000076293945,33161040.1,30888823.366666667,25935000.0,33161040.1,494762720.8219866,0.782092477250133,0.0,15.0,15.0,30545486.0,24061980.0,11284554.0,2026-08-05,12.0,False,False,1.378,4.833,0.43047002,0.31146,7.426,0.12146,0.58579,0.06712,12.024194,7.464293,1.4813712,5.9874263,11.949,0.0539,1.11,0.79999,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:36+00:00,1784820576.0,,,REGULAR,REGULAR,2026-07-23T15:29:40.641963+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,247.93,KNOWN,INVALID,LOW,63.77,41.8,29.93,,44.61,asset=63.77; setup=41.8; context=29.93; institutional=None,14.920000076293945,13.860350303649902,20.399999618530273,,,,202,319,-117,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
203,SNX,TD SYNNEX Corporation,NYQ,EQUITY,United States,Technology,Electronics & Computer Distribution,19969697792,risk_off,45.35,0.432,0.4,weak,0.115,0.307,0.25,1.0,True,1.0,0.1,0.6561,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,249.98500061035156,236.99392591203963,296.4700012207031,3.5782259504975245,0.03464494447425125,0.09147758199606545,249.98500061035156,915557.65,826430.8833333333,805750.0,915557.65,228875679.69406205,0.8800647343179318,0.0041551799912101645,249.77,250.81,832670.0,668320.0,82604.0,2026-09-24,62.0,False,False,0.31,0.879,0.02661,0.01629,52.735,0.13141,0.07047,0.03259,17.919714,11.673905,2.215899,,10.734,0.0227,1.6,0.95507,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:40+00:00,1784820580.0,,,REGULAR,REGULAR,2026-07-23T15:31:24.190763+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,243.93,KNOWN,VALID,HIGH,68.54,36.62,37.97,,45.86,asset=68.54; setup=36.62; context=37.97; institutional=None,249.98500061035156,236.99392591203963,296.4700012207031,,,,203,308,-105,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
204,FN,Fabrinet,NYQ,EQUITY,Cayman Islands,Technology,Electronic Components,18419888128,risk_off,45.3,0.133,0.35,weak,0.176,0.307,0.25,1.0,True,1.0,0.45,0.8252,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,515.7490234375,473.72524588448664,748.8900146484375,5.54783517300005,0.054320707221666646,0.11383533348045823,515.7490234375,1077995.7,984700.2333333333,790750.0,1077995.7,555975229.5448242,0.7335372488034971,0.0031050139139775067,511.28,512.87,990142.0,744010.0,121433.0,2026-08-17,24.0,False,False,0.393,0.533,0.098859996,0.0994,0.192,0.1999,0.12037,0.08519,44.110207,29.69453,7.9957256,,36.405,0.0723,1.67,1.0746601,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:31:04+00:00,1784820664.0,,,REGULAR,REGULAR,2026-07-23T15:31:21.276338+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,159.93,KNOWN,VALID,HIGH,72.51,46.9,26.33,,48.3,asset=72.51; setup=46.9; context=26.33; institutional=None,515.7490234375,473.72524588448664,748.8900146484375,,,,204,287,-83,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
205,TTMI,"TTM Technologies, Inc.",NMS,EQUITY,United States,Technology,Electronic Components,14898329600,risk_off,45.25,0.369,0.4,weak,0.16,0.307,0.25,1.0,True,1.0,0.1,0.6869,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,143.58999633789062,127.86621393476214,223.8300018310547,5.103098188206872,0.07300314694220465,0.1045392293469649,143.58999633789062,3040246.25,2716477.0833333335,2139150.0,3040246.25,436548947.9037857,0.7036107683711476,0.13555730252589113,136.37,156.2,2752836.0,2043740.0,313554.0,2026-08-05,12.0,False,False,0.304,0.516,0.08599,0.06291,57.1,0.114029996,0.21004,0.04863,77.91304,26.548147,8.100808,4.79691,35.685,0.0319,0.79,0.95962,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:30:44+00:00,1784820644.0,,,REGULAR,REGULAR,2026-07-23T15:31:05.743831+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,179.93,KNOWN,WIDE_OR_INCOHERENT,LOW,69.56,37.75,35.87,,46.06,asset=69.56; setup=37.75; context=35.87; institutional=None,143.58999633789062,127.86621393476214,223.8300018310547,,,,205,306,-101,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
206,INTC,Intel Corporation,NMS,EQUITY,United States,Technology,Semiconductors,505464815616,risk_off,45.17,0.508,0.4,weak,0.147,0.307,0.25,1.0,True,1.0,0.1,0.3865,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,100.78009796142578,89.66724150521415,142.35000610351562,3.7407041390203477,0.07351224220523614,0.35137798473598425,100.78009796142578,102144358.95,129014376.31666666,105458750.0,102144358.95,10294118501.188038,1.0324481066215552,0.10212765957446802,95.89,106.21,133855683.0,99060070.0,35178726.0,2026-07-23,-1.0,False,False,0.072,,0.06879,-0.05904,36.028,-0.02911,0.372,0.0063099996,,61.8223,4.529918,9.391439,38.211,0.0254,0.97,0.66199994,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:00+00:00,1784820540.0,,,REGULAR,REGULAR,2026-07-23T15:29:01.553016+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,283.93,KNOWN,WIDE_OR_INCOHERENT,LOW,59.55,37.42,40.5,,44.42,asset=59.55; setup=37.42; context=40.5; institutional=None,100.78009796142578,89.66724150521415,142.35000610351562,,,,206,322,-116,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
207,FIS,Fidelity National Information S,NYQ,EQUITY,United States,Technology,Information Technology Services,20752697344,risk_off,45.16,0.403,0.0,weak,0.33,0.307,0.25,1.0,True,1.0,0.35,0.7731,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,40.08000183105469,37.8589300428118,48.0099983215332,3.570346772425584,0.03694397349922208,0.13043891456990575,40.08000183105469,5225963.45,6451437.816666666,5170850.0,5225963.45,209456624.64502487,0.9894539159090368,0.00024965672200736775,40.05,40.06,6443306.0,5100470.0,672816.0,2026-08-04,11.0,False,False,0.301,30.406,0.16388,0.23347999,132.328,0.17225,0.36285,0.040700004,7.765504,5.850156,1.2966379,1.8104323,12.499,0.0433,2.93,0.99517,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:30:46+00:00,1784820646.0,,,REGULAR,REGULAR,2026-07-23T15:30:51.753805+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,177.93,KNOWN,VALID,HIGH,59.1,48.25,23.67,,44.44,asset=59.1; setup=48.25; context=23.67; institutional=None,40.08000183105469,37.8589300428118,48.0099983215332,,,,207,321,-114,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
208,IP,International Paper Company,NYQ,EQUITY,United States,Consumer Cyclical,Packaging & Containers,19983970304,risk_off,45.13,0.565,0.4,weak,0.143,0.281,0.25,0.711,True,1.0,0.51,0.2315,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,37.65999984741211,35.69064893722534,41.67142622811454,2.036928187837279,0.03550563282842642,0.27698739556982727,37.65999984741211,4885698.85,6271266.283333333,4909350.0,4885698.85,183995417.9455015,1.0048408939490816,0.00131078778345797,38.12,38.17,6433045.0,5370400.0,1315637.0,2026-07-30,6.0,False,True,0.134,,0.03718,-0.13767,65.904,-0.16036,0.29687,0.01788,,13.463226,1.3490758,,7.161,0.1867,8.47,0.99407995,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 6 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:27:49+00:00,1784820469.0,,,REGULAR,REGULAR,2026-07-23T15:27:51.391810+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,354.93,KNOWN,VALID,HIGH,54.38,40.35,41.53,,44.57,asset=54.38; setup=40.35; context=41.53; institutional=None,37.65999984741211,35.69064893722534,41.67142622811454,,,,208,320,-112,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
209,KGC,Kinross Gold Corporation,NYQ,EQUITY,Canada,Basic Materials,Gold,27828721664,risk_off,44.77,0.234,0.0,weak,0.125,0.685,0.25,1.0,True,1.0,0.45,0.65,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,23.295000076293945,22.178550910949706,32.790000915527344,8.504642337482306,0.04053597449700661,0.2426734010129058,23.295000076293945,7553081.6,8265270.533333333,7752300.0,7553081.6,175949036.44825438,1.026375777536946,0.0008554319931565257,23.37,23.39,8275329.0,7534880.0,1788543.0,2026-07-29,5.0,False,True,0.608,1.339,0.55086,0.35988,8.307,0.35467,0.68721,0.20349,9.919149,7.6711187,3.0594566,3.4962492,5.574,,1.9,0.69093,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 5 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:28:25+00:00,1784820505.0,,,REGULAR,REGULAR,2026-07-23T15:28:26.274622+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,318.93,KNOWN,VALID,HIGH,55.0,45.62,30.63,,44.06,asset=55.0; setup=45.62; context=30.63; institutional=None,23.295000076293945,22.178550910949706,32.790000915527344,,,,209,325,-116,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
210,META,"Meta Platforms, Inc.",NMS,EQUITY,United States,Communication Services,Internet Content & Information,1521480105984,risk_off,44.71,0.49,0.15,weak,0.307,0.298,0.25,0.745,True,1.0,0.35,0.65,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,598.2974853515625,557.437480381557,686.0800170898438,2.1483730068736047,0.04552919572665543,0.2912048171560877,598.2974853515625,19140023.35,18229259.45,17892600.0,19140023.35,11451427839.87519,0.9348264457577059,0.036939313984168866,604.5,627.25,18267793.0,19118440.0,5442716.0,2026-07-29,5.0,False,True,0.331,0.624,0.40617,0.32837,35.608,0.32930002,0.81941,0.16395001,21.794329,16.17558,6.235512,7.069724,14.616,0.015700001,1.82,0.80253,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 5 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:30:38+00:00,1784820638.0,,,REGULAR,REGULAR,2026-07-23T15:30:39.930678+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,185.93,KNOWN,WIDE_OR_INCOHERENT,LOW,60.0,41.3,31.27,,43.71,asset=60.0; setup=41.3; context=31.27; institutional=None,598.2974853515625,557.437480381557,686.0800170898438,,,,210,330,-120,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
211,ARIS,Aris Mining Corporation,NYQ,EQUITY,Canada,Basic Materials,Gold,2955648000,risk_off,44.71,0.211,0.0,weak,0.186,0.685,0.25,1.0,True,1.0,0.45,0.5661,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,14.289999961853027,13.143950037956238,20.81999969482422,5.697831828100418,0.05957662961923664,0.43630440625387173,14.289999961853027,1430230.8,1381051.9333333333,1394750.0,1430230.8,20437998.077441026,0.9751922556834882,0.0,14.4,14.4,1373352.0,1405520.0,621673.0,2026-07-29,5.0,False,True,1.365,46.005,0.47904,0.15192,34.633,0.1287,0.58757997,0.12634,16.448277,4.1002865,1.8784459,2.5849338,5.823,,1.89,0.72211,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 5 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:31:44+00:00,1784820704.0,,,REGULAR,REGULAR,2026-07-23T15:32:51.704138+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,119.93,KNOWN,INVALID,LOW,52.2,47.15,29.87,,43.75,asset=52.2; setup=47.15; context=29.87; institutional=None,14.289999961853027,13.143950037956238,20.81999969482422,,,,211,329,-118,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
212,GOOGL,Alphabet Inc.,NMS,EQUITY,United States,Communication Services,Internet Content & Information,3857964335104,risk_off,44.7,0.279,0.15,weak,0.341,0.298,0.25,1.0,True,1.0,0.1,0.9681,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,317.1700134277344,313.3354536437988,408.6099853515625,23.84627625494462,0.03731888148247309,1.0909881166823396,317.1700134277344,32639294.1,32574536.366666667,26826100.0,32639294.1,10352205347.968771,0.8218958387338408,0.012531645569620367,314.02,317.98,32358460.0,26276060.0,35187789.0,2026-07-22,-2.0,False,False,0.242,2.941,0.34033,0.54771,17.605,0.48676,0.60897,0.12958999,15.8743725,21.510517,8.010705,8.66301,23.556,0.0146,2.13,0.81311,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:28:59+00:00,1784820539.0,,,REGULAR,REGULAR,2026-07-23T15:29:00.425025+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,284.93,KNOWN,VALID,HIGH,70.6,42.27,24.23,,45.13,asset=70.6; setup=42.27; context=24.23; institutional=None,317.1700134277344,313.3354536437988,408.6099853515625,,,,212,315,-103,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
