rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
339,MCB,Metropolitan Bank Holding Corp.,NYQ,EQUITY,United States,Financial Services,Banks - Regional,1124455936,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,90.72,,,,,,,0.0080312448429507,90.53,91.26,,,,2026-10-22,90.0,,,0.14,-0.125,0.3661,0.27763999,,0.10245,0.0,0.010369999,11.206428,7.871808,1.1846645,3.6014924,,0.0559,4.81,0.94462997,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:32:51+00:00,1784820771.0,,,REGULAR,REGULAR,2026-07-23T15:33:05.746791+00:00,yahoo_quote_summary,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,915224128.0,12394797.0,134545.0,170540.0,100.0,200.0,93015.0,36558000.0,239264000.0,,,0.024,8.09,11.51705,,0.04982,,market_cap_below_min,,52.93,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,339,217,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
340,CRESY,Cresud S.A.C.I.F. y A.,NMS,EQUITY,Argentina,Industrials,Conglomerates,806419520,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,11.37,,,,,,,0.5539661898569571,8.34,14.73,,,,2026-09-03,41.0,,,0.05,-0.263,0.12199,0.18038,69.055,0.16041,0.41271,0.01904,5.8282046,169.62686,0.91094404,0.0007744131,15.888,0.051799998,2.27,0.22092,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:31:08+00:00,1784820668.0,,,REGULAR,REGULAR,2026-07-23T15:33:14.707045+00:00,yahoo_quote_summary,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,2795326668800.0,70925196.0,295093.0,253460.0,2.0,2.0,39114.0,1943766040576.0,657021009920.0,-126445125632.0,198701006848.0,-0.301,1.95,0.067,,0.0053,,market_cap_below_min,,155.93,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,340,218,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
341,FVRR,Fiverr International Ltd.,NYQ,EQUITY,Israel,Communication Services,Internet Content & Information,368135456,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,10.24,,,,,,,0.0039024390243901606,10.23,10.27,,,,2026-07-29,5.0,,,-0.016,10.5,0.09688,0.06698,0.802,0.07194,0.81852996,0.019450001,13.272728,4.890678,0.87387776,0.8560176,2.588,0.105399996,3.64,0.53731996,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:33:06+00:00,1784820786.0,,,REGULAR,REGULAR,2026-07-23T15:33:16.471170+00:00,yahoo_quote_summary,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,108298048.0,35950728.0,841481.0,547030.0,200.0,400.0,155551.0,3375000.0,272775008.0,85079000.0,97456000.0,9.732,0.77,2.08969,,0.12523,,market_cap_below_min,,37.93,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,341,219,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
342,CARE,"Carter Bankshares, Inc.",NMS,EQUITY,United States,Financial Services,Banks - Regional,741659584,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,33.375,,,,,,,0.5191409897292251,23.79,40.47,,,,2026-07-23,-1.0,,,2.6,9.008,0.79083,0.41776,,0.2386,0.0,0.022769999,6.853183,13.00323,1.4648438,2.8644352,,0.0885,4.39,0.58973,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:26:36+00:00,1784820396.0,,,REGULAR,REGULAR,2026-07-23T15:33:18.186188+00:00,yahoo_quote_summary,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,503137568.0,22222010.0,372324.0,335940.0,2.0,2.0,148703.0,10139000.0,238550000.0,,337400992.0,8.579,4.87,2.56667,,0.0225,,market_cap_below_min,,427.93,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,342,220,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
343,GSBD,"Goldman Sachs BDC, Inc.",NYQ,EQUITY,,,,967531136,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,8.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close","Veto: price_below_min, market_cap_below_min","price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,"price_below_min, market_cap_below_min",,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,343,221,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
344,GGN,"GAMCO Global Gold, Natural Reso",ASE,EQUITY,,,,763158016,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,4.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close","Veto: price_below_min, market_cap_below_min","price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,"price_below_min, market_cap_below_min",,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,344,222,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
345,RBB,RBB Bancorp,NMS,EQUITY,,,,444181792,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,345,223,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
346,UVE,UNIVERSAL INSURANCE HOLDINGS IN,NYQ,EQUITY,,,,1049597568,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,37.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,346,224,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
347,HRTG,"Heritage Insurance Holdings, In",NYQ,EQUITY,,,,789836224,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,347,225,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
348,TEN,Tsakos Energy Navigation Ltd,NYQ,EQUITY,,,,1179796992,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,39.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,348,226,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
349,OPY,"Oppenheimer Holdings, Inc.",NYQ,EQUITY,,,,1169956608,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,109.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,349,227,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
350,TWIN,"Twin Disc, Incorporated",NMS,EQUITY,,,,327326048,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,22.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,350,228,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
351,IRS,IRSA Inversiones Y Representaci,NYQ,EQUITY,,,,1295403520,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,15.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,351,229,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
352,SENEA,Seneca Foods Corp.,NMS,EQUITY,,,,1114823424,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,164.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,352,230,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
353,ETW,Eaton Vance Corporation Eaton V,NYQ,EQUITY,,,,1019733248,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close","Veto: price_below_min, market_cap_below_min","price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,"price_below_min, market_cap_below_min",,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,353,231,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
354,EMD,Western Asset Emerging Markets ,NYQ,EQUITY,,,,617054656,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,10.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,354,232,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
355,AVK,Advent Claymore Convertible Sec,NYQ,EQUITY,,,,552782016,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,12.5209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,355,233,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
356,VEL,"Velocity Financial, Inc.",NYQ,EQUITY,,,,671068992,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,17.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,356,234,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
357,BOW,Bowhead Specialty Holdings Inc.,NYQ,EQUITY,,,,957721344,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,29.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,357,235,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
358,GLRE,"Greenlight Reinsurance, Ltd.",NMS,EQUITY,,,,539949824,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,16.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,358,236,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
359,THFF,First Financial Corporation,NMS,EQUITY,,,,893438144,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,75.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,359,237,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
360,CINT,CI&T Inc,NYQ,EQUITY,,,,399736064,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close","Veto: price_below_min, market_cap_below_min","price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,"price_below_min, market_cap_below_min",,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,360,238,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
361,NRIM,Northrim BanCorp Inc,NMS,EQUITY,,,,600608704,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,361,239,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
